elev,lat,lon,yrst,yrstp,notes
2670,46.58,9.53,2011,2019,
1390,46.6,10.43,2012,2019,
2260.2,46.42,10.01,2015,2019,
450,46.97,8.4,2006,2019,
11,50.52,1.62,1973,2019,
67.1,50.14,1.83,1926,2019,
47.9,50.56,3.08,1945,2019,
7,49.7,-1.26,1985,2019,
12,49.72,-1.93,1936,2019,
130,49.65,-1.5,1976,2019,
139.9,49.65,-1.47,1936,2019,
78,49.17,-0.45,1973,2019,
95.4,49.53,0.08,1931,2019,
73,49.35,-0.76,1984,2019,
146,49.37,0.15,1973,2019,
156.1,49.38,1.17,1973,2019,
138,49.02,1.21,1973,2019,
94,49.53,0.08,2001,2019,
109.4,49.45,2.11,1936,2019,
88.7,49.25,2.51,1940,2019,
101,49.82,3.2,1936,2019,
96,49.22,4.15,1936,2019,
149,49.78,4.64,1940,2019,
265.2,48.98,6.25,1992,2019,
17,48.33,-4.76,1983,2019,
89,48.03,-4.73,1973,2019,
36,48.28,-4.63,1983,2019,
106.1,48.53,-4.15,1973,2019,
87.5,48.28,-4.44,1981,2019,
99.1,48.45,-4.41,1929,2019,
37,48.75,-4.01,1976,2019,
58,48.83,-3.46,1983,2019,
88.4,48.75,-3.47,2001,2019,
138.1,48.54,-2.85,1986,2019,
36,48.85,-3,1936,2019,
66.8,48.59,-2.08,1973,2019,
37.8,48.07,-1.73,1931,2019,
42,48.83,-1.61,1973,2019,
97,48.03,-0.73,1988,2019,
141,48.45,0.11,1973,2019,
132,48.06,1.37,1973,2019,
156,48.47,1.51,1936,2019,
164,48.75,2.1,1973,2019,
178,48.77,2.2,1942,2019,
88.7,48.73,2.35,1937,2019,
66.4,48.97,2.44,1928,2019,
240.2,43.56,2.28,2006,2019,
92,48.61,2.67,1973,2019,
119.5,49.01,2.55,1974,2019,
82.9,48.6,-3.81,2014,2019,
178.9,48.78,4.18,1975,2019,
179,48.77,4.15,2011,2019,
118.3,48.32,4.01,1975,2019,
139.6,48.64,4.89,1942,2019,
286,48.78,5.98,1973,2019,
228.9,48.69,6.23,1926,2019,
337.1,48.58,5.95,1973,2019,
330.4,48.33,6.07,2007,2019,
153.9,48.54,7.62,1931,2019,
211.2,47.92,7.4,1973,2019,
90.5,47.98,-4.16,1973,2019,
54,47.65,-3.5,1981,2019,
48.8,47.76,-3.44,1973,2019,
43,47.3,-3.21,1931,2019,
30,47.5,-3.11,1983,2019,
3,47.6,-2.71,1987,2019,
4,47.31,-2.14,1973,2019,
27.4,47.15,-1.61,1937,2019,
50,47.48,-0.6,1936,2019,
59.1,47.95,0.2,1973,2019,
108.8,47.43,0.72,1931,2019,
121.3,47.68,1.2,2001,2019,
86,47.32,1.68,1936,2019,
125.6,47.99,1.76,1936,2019,
161.2,47.06,2.37,1973,2019,
196.6,47.04,5.42,1998,2019,
176.8,47.05,2.63,1998,2019,
183.5,47,3.11,1973,2019,
159.4,47.85,3.49,2005,2019,
221.3,47.27,5.09,1931,2019,
309,47.25,5.98,1973,2019,
278.3,47.78,6.36,1941,2019,
269.7,47.59,7.53,1973,2019,
91.1,46.7,-1.37,1983,2019,
10,46.25,-1.56,1988,2019,
22.6,46.18,-1.19,2004,2019,
39,44.43,-1.25,2004,2019,
110.9,49.97,2.69,2007,2019,
61.9,46.31,-0.4,1986,2019,
128.9,46.59,0.3,1936,2019,
157,46.87,1.71,1936,2019,
366,46.18,1.95,2012,2019,
249,46.17,3.4,1973,2019,
242.6,46.41,4.01,1973,2019,
221.9,46.3,4.79,1973,2019,
59.1,47.56,-0.31,2004,2019,
31.1,45.66,-0.31,1973,2019,
133,45.72,0.21,1931,2019,
100,45.2,0.81,1973,2019,
396.2,45.86,1.17,1973,2019,
115.5,45.15,1.46,1987,2019,
332.2,45.79,3.16,1931,2019,
714,45.05,3.9,2017,2019,
832.4,45.08,3.76,1983,2019,
403.9,45.54,4.29,1973,2019,
37.8,43.91,4.9,2004,2019,
99.1,49.1,2.04,2008,2019,
720,45.93,4.38,1973,2019,
200.9,45.73,4.94,1973,2019,
250.2,45.73,5.09,1931,2019,
250.9,45.99,5.32,1980,2019,
396.8,45.36,5.32,1973,2019,
220,45.22,5.85,2005,2019,
463.6,45.93,6.09,2007,2019,
237.4,45.64,5.88,1973,2019,
868,45.62,6.76,1973,2019,
10,44.63,-1.25,1973,2019,
25.6,44.53,-1.12,1936,2019,
39,44.43,-1.25,1974,2019,
49.4,44.83,-0.71,1931,2019,
62.2,44.18,0.59,1973,2019,
52.1,44.83,0.51,1988,2019,
107,44.03,1.37,2001,2019,
638.9,44.89,2.42,1979,2019,
582.2,44.41,2.48,1974,2019,
1565,44.12,3.58,1936,2019,
280,44.53,4.36,1988,2019,
74,44.58,4.73,1931,2019,
60,44.14,4.86,1973,2019,
160,44.92,4.97,2014,2019,
461,44.07,6,1973,2019,
1570,44.93,6.25,1936,2019,
733,44.57,6.08,2006,2019,
74.7,43.47,-1.52,1929,2019,
33,43.68,-1.06,1973,2019,
61.9,43.91,-0.5,1931,2019,
187.8,43.38,-0.41,1936,2019,
384,43.18,0,1973,2019,
125.3,43.69,0.6,1984,2019,
417,43.01,1.1,1973,2019,
189.6,43.45,1.26,2010,2019,
152.1,43.63,1.36,1973,2019,
163.1,43.55,1.36,1931,2019,
171.9,43.91,2.11,1989,2019,
132,43.22,2.3,1973,2019,
16,43.32,3.35,2005,2019,
17.1,43.32,3.35,1975,2019,
5.2,43.58,3.96,1973,2019,
62,43.87,4.4,1936,2019,
94.2,43.76,4.41,1973,2019,
25,43.52,4.92,1936,2019,
59.4,43.61,5.1,1973,2019,
22.6,43.44,5.21,1931,2019,
27,43.33,5.05,1975,2019,
315,43.18,5.58,1976,2019,
134,43.08,5.93,1976,2019,
2.1,43.1,6.14,1973,2019,
80.8,43.39,6.38,1976,2019,
112,43.2,6.68,1975,2019,
131,43.03,6.46,1976,2019,
126,43.42,6.85,2009,2019,
4,43.54,6.95,1981,2019,
82,43.57,7.13,1975,2019,
3.7,43.66,7.21,1945,2019,
43.9,42.74,2.87,1929,2019,
86,42.52,3.13,1973,2019,
40,41.92,8.61,1936,2019,
153,42.63,8.91,1988,2019,
63.7,42.53,8.79,1973,2019,
5.5,41.92,8.8,1936,2019,
8.5,41.92,9.4,1973,2019,
68,41.6,9.36,1936,2019,
116,41.37,9.16,1936,2019,
26.5,41.5,9.09,1980,2019,
113,43,9.36,1936,2019,
7.9,42.55,9.48,1945,2019,
120,42.8,9.48,1943,2019,
1270,45.97,6.46,2009,2019,
58.5,32.7,-16.77,2004,2019,
67,43.37,-8.41,1931,2019,
98.5,43.3,-8.37,1974,2019,
126.8,43.56,-6.03,1973,2019,
629,38.98,-3.91,2004,2019,
295,42.2,-1.45,2004,2019,
50,39.58,-0.45,2004,2019,
700.1,37.13,-3.63,2004,2019,
4.9,43.43,-3.82,1973,2019,
42.1,43.3,-2.91,1973,2019,
259,43.3,-2.03,1973,2019,
4.6,43.36,-1.79,1973,2019,
369.7,42.9,-8.41,1973,2019,
260.6,42.23,-8.62,1973,2019,
916.2,42.59,-5.65,1973,2019,
860,42,-4.6,2017,2019,
897.6,42.36,-3.62,1973,2019,
512.7,42.88,-2.72,1973,2019,
363,42.45,-2.33,1973,2019,
458.4,42.77,-1.64,1973,2019,
295,42.2,-1.45,1970,2019,
554,42.08,-0.33,1973,2019,
1702,42.33,1.93,1973,2019,
845.8,41.71,-4.85,1973,2019,
779,41.12,-1.41,1973,2019,
263,41.67,-1.04,1973,2019,
71.3,41.15,1.16,1973,2019,
250,41.52,2.1,2000,2019,
176,41.42,2.13,1973,2019,
3.7,41.3,2.07,1973,2019,
142.6,41.9,2.76,1973,2019,
1092,41.63,2.01,1973,2019,
791,40.95,-5.5,1973,2019,
1888,40.8,-4.01,1973,2019,
669,40.45,-3.71,1979,2019,
609.6,40.49,-3.56,1931,2019,
667,40.42,-3.68,1999,2019,
691,40.37,-3.78,1973,2019,
618.4,40.29,-3.72,1973,2019,
617.5,40.5,-3.44,1957,2019,
1063,40.85,-1.88,1973,2019,
889,40.93,-1.3,1973,2019,
701.6,38.95,-1.86,1973,2019,
68.6,39.49,-0.48,1973,2019,
11,39.48,-0.38,1973,2019,
6,39.55,2.63,1980,2019,
1015,39.73,2.71,1973,2019,
8,39.55,2.73,1973,2019,
90.8,39.86,4.21,1931,2019,
185.6,38.89,-6.82,1973,2019,
540,38.52,-5.11,1973,2019,
629,38.98,-3.91,1973,2019,
43.3,38.28,-0.55,1973,2019,
6.1,38.87,1.37,1973,2019,
5,37.32,-6,2007,2019,
33.8,37.42,-5.89,1973,2019,
86.9,37.18,-5.61,1958,2019,
90.5,37.84,-4.84,1973,2019,
566.9,37.19,-3.77,1973,2019,
76.2,37.95,-1.23,1973,2019,
3.4,37.78,-0.81,1973,2019,
25.6,36.65,-6.35,1973,2019,
28.3,36.75,-6.06,1973,2019,
350,41.73,0.53,2010,2019,
9,36.5,-6.25,1973,2019,
30,36.47,-6.2,1931,2019,
15.8,36.68,-4.49,1973,2019,
21.3,36.84,-2.37,1931,2019,
4.6,36.15,-5.35,1958,2019,
34.1,39.46,-31.13,1978,2019,
26,39.67,-31.12,2003,2019,
36,38.52,-28.71,1976,2019,
62,38.52,-28.63,1931,2019,
26.2,39.1,-28.03,2018,2019,
54.9,38.76,-27.09,1947,2019,
94.8,38.67,-28.17,2006,2019,
76,38.67,-27.21,1997,2019,
78.9,37.74,-25.69,1931,2019,
33.2,38.55,-28.44,2005,2019,
93.9,36.97,-25.17,1944,2019,
58,32.68,-16.76,1948,2019,
103.9,33.07,-16.35,1948,2019,
34,39.35,-9.4,2007,2019,
134.1,38.83,-9.34,1990,2019,
14,38.7,-9.03,1983,2019,
114,38.78,-9.13,1931,2019,
3.4,38.88,-9.03,1999,2019,
57,39.83,-8.88,1990,2019,
103,37.95,-8.86,1989,2019,
69.5,41.25,-8.68,1931,2019,
48,41.63,-8.8,2006,2019,
7.3,37.01,-7.96,1948,2019,
246,38.53,-7.9,1995,2019,
17.1,40.92,-8.64,2004,2019,
203,38.07,-7.91,1997,2019,
193.9,38.08,-7.93,1948,2019,
550.2,41.27,-7.72,1992,2019,
1388,40.42,-7.55,1948,2019,
384,39.83,-7.48,1986,2019,
690.4,41.86,-6.7,1948,2019,
105,38.77,-9.13,1984,2019,
53.9,16.74,-22.94,1948,2019,
21,16.14,-22.88,2008,2019,
20.1,16.83,-25.05,2007,2019,
32.3,51.6,6.14,2005,2019,
15.5,54.91,8.34,1989,2019,
33,54.83,9.5,1936,2019,
21.3,54.46,9.51,1942,2019,
11.9,54.31,9.53,1973,2019,
30.8,54.38,10.14,1995,2019,
7.9,53.55,7.66,1973,2019,
22.6,53.77,8.65,1946,2019,
16.2,53.63,9.98,1928,2019,
6.7,53.54,9.83,1988,2019,
16.2,53.81,10.71,1973,2019,
50.6,53.43,11.78,1999,2019,
42.1,53.92,12.27,1991,2019,
28.3,53.88,14.15,1995,2019,
4.3,53.05,8.78,1929,2019,
74.7,52.92,10.19,1936,2019,
26,52.72,7.31,1976,2019,
48.8,52.14,7.68,1988,2019,
38.7,52.59,8.34,1973,2019,
57,52.46,9.42,1937,2019,
70.1,52.28,9.08,1973,2019,
55.8,52.46,9.68,1926,2019,
39.3,52.59,10.02,1936,2019,
89.9,52.32,10.55,1931,2019,
37.2,52.56,13.28,1936,2019,
47.9,52.38,13.52,1940,2019,
44.8,51.29,6.76,1931,2019,
129.5,51.52,7.61,1931,2019,
213.1,51.61,8.61,1938,2019,
276.8,51.41,9.37,1988,2019,
38.1,51.23,6.5,1996,2019,
172.5,51.12,9.28,1938,2019,
141.7,51.42,12.23,1929,2019,
80.8,51.77,13.16,1991,2019,
230.1,51.13,13.76,1931,2019,
90.2,50.96,6.04,1982,2019,
117.7,50.83,6.65,1973,2019,
92,50.87,7.14,1931,2019,
195.1,50.98,12.5,1996,2019,
315.8,50.98,10.95,1931,2019,
364.8,49.97,6.69,1953,2019,
477.9,50.17,7.06,1973,2019,
238.1,49.44,7.6,1952,2019,
502.6,49.95,7.26,1953,2019,
599.2,50.71,8.08,2004,2019,
553,49.65,7.3,1965,2019,
140.5,50.05,8.32,1938,2019,
110.9,50.03,8.54,1926,2019,
597.4,50.29,11.85,1931,2019,
415.4,49.7,11.94,1939,2019,
322.5,49.22,7.11,1935,2019,
124.4,48.78,8.08,1997,2019,
94.2,49.47,8.51,1947,2019,
388.9,48.69,9.22,1939,2019,
468.2,49.39,9.95,1973,2019,
399.6,49.12,9.78,1936,2019,
328.6,49.47,10.38,1939,2019,
467,49.31,10.63,1939,2019,
318.8,49.5,11.07,1931,2019,
443.5,49.22,11.83,1961,2019,
155.8,48.37,7.82,1973,2019,
538.3,48.22,9.91,1973,2019,
461.8,48.43,10.93,1937,2019,
380.7,48.71,11.21,1938,2019,
555.3,48.19,10.86,1928,2019,
366.4,48.72,11.53,1939,2019,
593.4,48.08,11.28,1992,2019,
453.2,48.35,11.78,1929,2019,
416.7,47.67,9.51,1929,2019,
629.1,47.99,10.24,1937,2019,
760,47.83,10.86,1932,2019,
298.1,48.23,14.18,1934,2019,
273.1,47.84,16.26,2004,2019,
233,47.97,16.26,2004,2019,
272,47.85,16.25,2004,2019,
506,48.62,15.2,1979,2019,
175.3,48.32,16.11,1940,2019,
171,48.2,16.36,1990,2019,
200,48.25,16.36,1931,2019,
182.9,48.11,16.57,1952,2019,
429.2,48.22,13.48,2001,2019,
210,48.47,15.7,1990,2019,
451,48.57,16.36,2004,2019,
1275,47.13,10.31,1982,2019,
580.9,47.26,11.34,1931,2019,
2809,47.15,10.2,2016,2019,
792,47.4,12.9,2005,2019,
2310,47.13,12.63,1981,2019,
647,47.32,13.18,2001,2019,
763,47.33,12.8,1966,2019,
1094,47.1,13.65,1973,2019,
430.1,47.79,13,1938,2019,
649,47.53,14.13,1938,2019,
676.7,47.2,14.74,1938,2019,
872,47.8,15.3,1987,2019,
285,47.83,16.21,1934,2019,
340,47.33,16.21,2006,2019,
404,46.77,14.83,1977,2019,
452,46.65,14.33,1931,2019,
527,46.57,14.76,1993,2019,
620,46.5,14.59,2004,2019,
339.9,46.99,15.44,1934,2019,
725,47.17,15.48,2014,2019,
282,46.87,15.9,2007,2019,
2160,46.6,13.66,2001,2019,
625,46.73,13.08,1991,2019,
378,47.08,15.45,1992,2019,
410,47.43,9.73,1995,2019,
2843,46.93,10.88,2007,2019,
3429.5,46.92,10.86,2005,2019,
1626,47.6,12.65,2009,2019,
3113.8,47.05,12.95,2001,2019,
749.2,47.33,13.15,1990,2019,
747,47.62,13.75,1995,2019,
537,47.73,13.45,1990,2019,
803,47.55,13.93,1995,2019,
682,47.2,14.76,2009,2019,
1092,47.1,13.13,1996,2019,
939,47.82,16.03,1994,2019,
545,47.52,16.18,2014,2019,
273,48.18,15.61,2007,2019,
606.2,50.2,12.91,1939,2019,
286.2,50.12,14.54,2004,2019,
177.1,49.03,17.44,2004,2019,
362.1,49.68,13.27,1939,2019,
378.6,50.68,14.03,1978,2019,
380.1,50.1,14.26,1929,2019,
254,50.07,14.43,1931,2019,
431,49.27,14.5,2018,2019,
396.4,48.95,14.46,2001,2019,
242,49.94,15.38,1997,2019,
572.4,49.17,15.43,1952,2019,
820.6,50.7,15.73,1931,2019,
225.9,50.01,15.73,1996,2019,
404.9,49.98,16.41,1973,2019,
471.8,49.17,16.12,1996,2019,
237.1,49.15,16.69,1939,2019,
224,49.32,17.56,1953,2019,
257.3,49.7,18.11,1952,2019,
1326.8,49.55,18.45,1973,2019,
207,48.4,17.15,2003,2019,
368.5,48.25,17.15,2012,2019,
132.9,48.17,17.21,1940,2019,
178,48.48,17.66,2004,2019,
164,48.62,17.83,1937,2019,
315,48.65,19.15,1952,2019,
214,48.33,19.73,1978,2019,
230.1,48.66,21.24,2004,2019,
166.1,48.63,17.82,2004,2019,
317.9,48.64,19.13,1996,2019,
310.9,49.23,18.61,2004,2019,
2635,49.2,20.21,1952,2019,
177,48.93,22,1978,2019,
718.1,49.07,20.24,1957,2019,
324,49.03,21.31,2011,2019,
1246,48.78,20.98,2006,2019,
231,48.67,21.21,1952,2019,
217,49.22,21.65,1978,2019,
178,48.93,22,1973,2019,
46,55.47,18.16,2014,2019,
34,54.2,16.15,1952,2019,
107.3,52.27,20.91,2004,2019,
190,51.53,20.01,2004,2019,
103.9,52.45,20.65,2012,2019,
203,51.23,22.68,2013,2019,
3,54.55,16.62,2002,2019,
5,54.4,16.35,2002,2019,
151,54.42,17.76,2002,2019,
6.4,54.25,18.67,2002,2019,
205.1,51.38,19.68,2011,2019,
149,54.38,18.46,1931,2019,
43,54.22,19.54,1933,2019,
7,53.4,14.61,1928,2019,
117.3,53.79,15.82,1940,2019,
129,53.45,16.5,1931,2019,
150.9,53.4,16.08,1987,2019,
73,52.75,15.28,1952,2019,
59.1,52.14,15.79,2002,2019,
80.8,52.33,16.96,2002,2019,
93.9,52.42,16.82,1931,2019,
113.1,52.38,17.85,2001,2019,
110.3,52.17,20.96,1928,2019,
184.1,52.2,21.65,2002,2019,
170,50.43,21.76,2009,2019,
4.9,54.03,19.13,2005,2019,
192,51.93,15.53,1931,2019,
123.1,51.1,16.88,1939,2019,
192.9,51.55,19.17,2002,2019,
119.5,51.55,21.89,1934,2019,
240,51.22,22.4,1931,2019,
344,50.9,15.8,1933,2019,
284,50.23,19.03,1934,2019,
241.1,50.08,19.78,1931,2019,
205.7,50.11,22.01,1954,2019,
1989,49.23,19.98,1940,2019,
295,49.62,20.7,1973,2019,
628,49.47,20.05,2014,2019,
236,48.08,20.76,1952,2019,
223.1,47.28,16.63,1936,2019,
129,47.72,17.68,1973,2019,
152,47.36,17.5,1973,2019,
150.9,47.44,19.25,1952,2019,
98.1,47.12,20.23,1952,2019,
124.4,46.69,17.15,2006,2019,
110,47.49,21.61,1931,2019,
103,47.98,21.69,1973,2019,
109,46.92,18.05,1973,2019,
304.8,45.99,18.24,1936,2019,
114.6,46.92,19.74,1973,2019,
83,46.25,20.1,1936,2019,
90,46.68,21.16,1936,2019,
155.4,45.9,15.53,2005,2019,
84.7,45.22,14.57,1973,2019,
87,45.33,19.85,1936,2019,
91,45.05,21.03,1991,2019,
84.1,45.15,21.31,1973,2019,
121.9,44.94,17.29,1936,2019,
83,45.1,19.55,1982,2019,
102.1,44.82,20.3,1945,2019,
80.8,44.94,20.25,2008,2019,
122,44.37,20.95,1973,2019,
84,44.75,21.51,1936,2019,
1039,44.12,21.95,1973,2019,
47.5,43.28,17.84,1936,2019,
520.6,43.83,18.33,1936,2019,
312,43.83,20.03,1982,2019,
217,43.7,20.7,1936,2019,
904,43.9,19.7,2007,2019,
197.5,43.34,21.85,1936,2019,
6.1,42.41,18.72,1976,2019,
700,41.1,20.81,1996,2019,
33,42.37,19.25,1952,2019,
53,42.43,19.28,1993,2019,
559,42.57,21.03,2004,2019,
696,42.2,22.33,1973,2019,
705,41.18,20.74,1973,2019,
238,41.96,21.62,1928,2019,
301,42.02,21.4,2001,2019,
126,41.42,22.25,1973,2019,
97,41.33,19.8,2011,2019,
38.4,41.42,19.72,1956,2019,
240,40.5,19.28,1933,2019,
33,40.8,19.9,1973,2019,
388,46.22,14.45,1996,2019,
444,46.48,15.11,1996,2019,
243.6,46.23,15.23,1997,2019,
267,46.48,15.68,1997,2019,
186.7,46.65,16.2,1996,2019,
2.1,45.47,13.61,1996,2019,
56.1,45.9,13.63,1996,2019,
220,45.8,15.18,1996,2019,
161.6,45.9,15.51,2006,2019,
128,45.82,16.03,1996,2019,
107.6,45.74,16.06,1997,2019,
167,46.3,16.38,1997,2019,
45,44.57,14.4,2004,2019,
89.3,45.5,18.56,2003,2019,
88.4,45.46,18.81,2004,2019,
83.5,44.89,13.92,1996,2019,
53,44.53,14.48,1996,2019,
89,45.17,18,1996,2019,
7,44.13,15.21,1996,2019,
88.1,44.11,15.34,1996,2019,
24.1,43.54,16.29,1996,2019,
541.3,43.29,16.68,2004,2019,
25,43.17,16.45,1996,2019,
160.6,42.56,18.26,1996,2019,
158,44.77,16.7,2001,2019,
156,44.78,17.21,2001,2019,
307,44.55,18.7,2001,2019,
728,43.83,17.01,1999,2019,
972,43.77,18.03,2001,2019,
103,45.21,26.97,2008,2019,
54,44.38,27.71,2008,2019,
276,47.93,23.9,1965,2019,
126.2,47.7,22.88,1952,2019,
184.1,47.66,23.47,1974,2019,
503,47.73,23.95,1974,2019,
419.1,47.69,26.35,1973,2019,
110,47.83,27.21,1984,2019,
161,47.45,22.78,1973,2019,
365,47.43,23.86,1987,2019,
920,47.32,25.13,1973,2019,
388,47.22,26.38,1973,2019,
141.7,47.03,21.9,1936,2019,
2021,47.1,25.25,1990,2019,
121,47.18,27.62,1936,2019,
1898,46.98,25.95,1964,2019,
361,46.92,26.38,1973,2019,
1116,46.68,22.61,1983,2019,
1837,46.77,22.8,1973,2019,
315.8,46.79,23.68,1936,2019,
586,46.63,22.16,1984,2019,
293.5,46.47,24.41,1952,2019,
185,46.52,26.91,1952,2019,
525,46.3,25.3,1973,2019,
662,46.37,25.73,1966,2019,
1193,46.32,23.13,1984,2019,
243,46.27,26.65,1973,2019,
86.2,46.07,20.6,1973,2019,
107.3,46.18,21.26,1936,2019,
157,46.02,22.15,1973,2019,
247,46.07,23.56,1983,2019,
569,46,26.13,1973,2019,
272.2,45.97,23.53,1973,2019,
526,45.87,25.81,1974,2019,
106.1,45.81,21.33,1952,2019,
1454,45.65,23.93,1973,2019,
456,45.79,24.09,1936,2019,
710,45.68,26.01,1973,2019,
2038,45.6,24.61,1983,2019,
2509,45.45,25.45,1952,2019,
264,45.42,22.25,1965,2019,
1350,45.43,23.63,1983,2019,
154,45.38,27.05,1974,2019,
680,45.28,25.03,1974,2019,
61,45.06,28.71,1973,2019,
205.5,45.03,23.26,1966,2019,
251,45,22.86,1973,2019,
239,45.1,24.36,1937,2019,
449,45.17,24.66,1973,2019,
176,44.88,22.41,1983,2019,
265,44.88,23.7,1973,2019,
2,44.9,29.6,1973,2019,
83,44.72,21.63,1974,2019,
80,44.63,22.63,1936,2019,
90.5,44.5,26.1,1931,2019,
95.7,44.57,26.08,1973,2019,
330.1,46.5,23.88,2005,2019,
83.5,44.42,26.1,1979,2019,
6,44.68,29,1985,2019,
190.8,44.32,23.88,1936,2019,
103,44.1,24.98,1966,2019,
107.6,44.36,28.48,1973,2019,
50,43.99,28.6,2011,2019,
86.9,43.15,25.71,1997,2019,
101,43.45,24.5,2008,2019,
196,42.29,24.73,2007,2019,
155,42.45,26.35,2008,2019,
201,43.42,28.18,2008,2019,
70.1,43.23,27.82,1936,2019,
531,42.7,23.4,1931,2019,
2927,42.18,23.58,1935,2019,
182,42.07,24.85,1939,2019,
2389,42.67,24.83,1957,2019,
41.1,42.57,27.51,1953,2019,
1461,46.75,10.53,1967,2019,
1800,46.83,10.5,1987,2019,
240.5,46.46,11.32,1965,2019,
2006,46.3,11.78,1973,2019,
2129,46.15,11.03,1973,2019,
1226,46.73,12.21,1973,2019,
117,46.03,12.59,1966,2019,
778,46.5,13.58,1965,2019,
54.6,45.98,13.04,1958,2019,
3488,45.93,7.7,1965,2019,
551,45.73,7.35,1984,2019,
301.4,45.2,7.65,1964,2019,
288.3,45.09,7.6,2008,2019,
277,45.12,7.61,2005,2019,
710,45.03,7.73,1973,2019,
178.6,45.53,8.66,1966,2019,
233.8,45.63,8.72,1965,2019,
120,45.1,8.45,2005,2019,
238.4,45.67,9.7,1966,2019,
107.6,45.45,9.27,1931,2019,
139,44.91,9.72,1966,2019,
101.5,45.43,10.26,1966,2019,
72.8,45.4,10.88,1945,2019,
14,45.4,11.85,1973,2019,
41.8,45.69,12.08,1966,2019,
18,45.65,12.19,1966,2019,
5,45.43,12.38,1996,2019,
2.1,45.51,12.35,1961,2019,
2,45.75,12.85,2005,2019,
11.3,45.83,13.47,1973,2019,
20,45.65,13.75,1932,2019,
1382,44.23,8.2,2005,2019,
1742,44.25,7.8,1973,2019,
475,44.63,8.93,1973,2019,
4,44.41,8.84,1928,2019,
45.1,44.05,8.12,1973,2019,
10,44.08,9.98,1973,2019,
192,44.03,9.83,1973,2019,
2173,44.2,10.7,1965,2019,
10,44.83,11.61,1973,2019,
37.5,44.54,11.28,1964,2019,
6,44.45,12.3,1966,2019,
29.6,44.2,12.07,1973,2019,
5.5,44.22,12.3,1973,2019,
12.5,44.02,12.61,1945,2019,
221,43.95,8.16,1965,2019,
260,43.43,9.9,1973,2019,
1.8,43.68,10.39,1944,2019,
632,42.38,11.16,1973,2019,
43.9,43.81,11.2,1931,2019,
249,43.47,11.85,1978,2019,
574,43.52,12.73,1973,2019,
211.2,43.1,12.51,1967,2019,
14.9,43.62,13.36,1945,2019,
397,42.73,10.4,1973,2019,
918,42.9,11.76,1973,2019,
4.6,42.76,11.07,1944,2019,
4,42.02,11.82,2005,2019,
301.8,42.43,12.06,1944,2019,
1875,42.47,12.98,1965,2019,
389,42.42,12.85,1973,2019,
270,42.08,12.21,1973,2019,
14.6,42.43,14.18,1965,2019,
844,41.7,15.95,2004,2019,
44,42,15,1973,2019,
88.1,41.99,12.74,1966,2019,
16.8,41.95,12.49,1973,2019,
130.1,41.8,12.59,1951,2019,
4.6,41.8,12.25,1965,2019,
28.3,41.54,12.9,1944,2019,
181,41.63,13.3,1973,2019,
12.5,41.66,12.44,1966,2019,
807,41.57,14.65,1965,2019,
8.8,41.06,14.08,1944,2019,
848,41.7,15.95,1973,2019,
49.1,44.82,10.29,2004,2019,
386.2,44.55,7.62,2004,2019,
108.5,45.43,10.33,2004,2019,
81,41.43,15.53,1957,2019,
55.8,41.54,15.71,1944,2019,
1093,41.05,15.23,1973,2019,
53.9,41.13,16.76,1943,2019,
185,40.92,12.95,1965,2019,
67.1,40.9,14.3,1996,2019,
37.5,40.62,14.91,1993,2019,
269,40.55,14.25,1973,2019,
185,40.02,15.28,1964,2019,
361.8,40.77,16.93,1944,2019,
896,40.08,16.01,2005,2019,
414,40.63,17.21,1973,2019,
14.3,40.66,17.94,1943,2019,
65.5,40.52,17.4,1943,2019,
12,40.43,16.88,1967,2019,
47.5,40.24,18.13,1943,2019,
485,39.58,15.88,1965,2019,
1677,39.33,16.4,1973,2019,
1720,39.33,16.4,1996,2019,
158.8,39,17.08,1957,2019,
112,39.82,18.35,1965,2019,
11.9,38.91,16.24,1977,2019,
997,38.75,16.36,1973,2019,
251,38.7,13.18,1957,2019,
19.8,38.18,13.09,1964,2019,
51,38.2,15.55,1931,2019,
29.3,38.07,15.65,1973,2019,
7.3,37.91,12.48,1965,2019,
1035,37.72,13.43,1973,2019,
965,37.57,14.28,1973,2019,
33,37.08,14.21,1943,2019,
22,37.4,14.91,1943,2019,
11.9,37.47,15.06,1943,2019,
639,36.97,14.95,2005,2019,
118,37.93,16.05,1974,2019,
193.5,36.82,11.96,1943,2019,
210,36.98,14.61,2005,2019,
51,36.68,15.13,1966,2019,
21.3,35.5,12.61,1966,2019,
26.5,40.63,8.29,1957,2019,
205,40.57,8.16,1975,2019,
11.3,40.9,9.51,1969,2019,
92,39.75,8.46,1966,2019,
645,39.67,9.43,1973,2019,
22,39.5,9.61,1973,2019,
30.5,39.35,8.97,1966,2019,
156,39.93,9.71,1966,2019,
4,39.25,9.05,1943,2019,
118,39.1,9.51,1973,2019,
91.4,35.86,14.47,1931,2019,
660.5,40.45,21.28,1980,2019,
6.7,40.52,22.97,1960,2019,
5.5,40.91,24.61,1991,2019,
7.3,40.86,25.95,1932,2019,
627.6,40.29,21.84,1938,2019,
1.8,39.6,19.91,1932,2019,
483,39.7,20.81,1932,2019,
36,37.02,25.13,2004,2019,
3.4,38.93,20.76,1973,2019,
73.5,39.65,22.46,1932,2019,
4.3,39.92,25.23,1977,2019,
25.3,39.22,22.79,1965,2019,
