elev,lat,lon,yrst,yrstp,notes
442,14.9,-85.93,1957,2019,
1079,14.78,-88.78,1957,2019,
626,14.43,-89.2,1989,2019,
1100,14.33,-88.16,1989,2019,
1004,14.06,-87.21,1951,2019,
628.2,14.38,-87.62,1996,2019,
48,13.3,-87.18,1963,2019,
15.8,14.05,-83.38,1950,2019,
53,11.42,-85.83,1975,2019,
985,13.08,-85.98,1982,2019,
90,12.1,-85.36,1973,2019,
53,12.63,-87.13,1975,2019,
59.1,12.14,-86.16,1942,2019,
4.6,21.77,-72.26,2004,2019,
6.1,11.99,-83.77,1949,2019,
920.8,9.99,-84.2,1955,2019,
994,9.96,-84.14,1996,2019,
2.1,9.96,-83.02,1949,2019,
82.3,10.59,-85.54,1978,2019,
7.6,9.36,-79.86,1951,2019,
41.1,9.07,-79.38,1973,2019,
27.1,8.39,-82.43,1935,2019,
3,9.34,-82.25,1973,2019,
5.8,9.46,-82.51,2005,2019,
82.9,8.09,-80.94,1974,2019,
13,8.92,-79.6,1996,2019,
858.9,8.38,-80.13,2005,2019,
38.7,18.21,-63.05,1996,2019,
51.8,17.31,-62.71,1973,2019,
4.3,17.21,-62.59,1981,2019,
18.9,17.14,-61.79,1973,2019,
168,16.78,-62.19,1996,2019,
4.3,18.05,-63.11,1996,2019,
40.2,17.5,-62.98,1996,2019,
8.2,16.27,-61.6,1996,2019,
14,15.53,-61.3,1996,2019,
5.2,15.33,-61.38,1996,2019,
34,14.77,-60.88,1973,2019,
7,14.6,-61,1996,2019,
2.1,14.02,-61,1996,2019,
10.1,13.75,-60.95,1996,2019,
3.4,12.7,-61.34,2009,2019,
2.4,12.89,-61.18,2007,2019,
13.1,13.13,-61.2,1996,2019,
52.1,13.07,-59.48,1996,2019,
7,12,-61.78,1996,2019,
12.2,11.15,-60.83,1996,2019,
12.2,10.58,-61.35,1996,2019,
18.3,12.5,-70.01,1996,2019,
9.1,12.2,-68.96,1996,2019,
7,12.15,-68.28,1996,2019,
5.8,12.58,-81.71,1965,2019,
3,13.36,-81.35,1978,2019,
6.7,11.12,-74.23,1952,2019,
1.2,10.44,-75.51,1949,2019,
29.9,10.89,-74.78,1941,2019,
13.1,11.53,-72.92,1973,2019,
147.2,10.44,-73.25,1968,2019,
11,8.82,-75.82,1950,2019,
14,7.81,-76.71,1980,2019,
125.6,7.02,-73.8,1950,2019,
1187.8,7.13,-73.18,1975,2019,
334.1,7.93,-72.51,1950,2019,
128,7.07,-70.73,1950,2019,
1505.7,6.22,-75.59,1949,2019,
2142.1,6.17,-75.42,1985,2019,
53.9,6.19,-67.49,1979,2019,
62.2,5.69,-76.64,1949,2019,
2094.3,5.03,-75.46,1968,2019,
467,5.22,-74.88,2010,2019,
1346,4.81,-75.74,1950,2019,
1216.2,4.45,-75.76,1950,2019,
949.1,4.42,-75.13,1973,2019,
2548.4,4.7,-74.14,1941,2019,
24.4,6.2,-77.39,2008,2019,
2557.3,4.81,-74.06,2008,2019,
213,6.95,-71.85,2008,2019,
313.3,5.32,-72.38,2008,2019,
908,4.76,-75.95,2010,2019,
424.9,4.17,-73.61,1950,2019,
14.6,3.82,-76.99,1933,2019,
963.8,3.54,-76.38,1949,2019,
1733.4,2.45,-76.6,1949,2019,
446.2,2.95,-75.29,1964,2019,
184.4,2.58,-72.63,1980,2019,
1813.9,1.39,-77.29,1961,2019,
244,1.6,-75.53,1966,2019,
207.3,1.25,-70.23,1950,2019,
2976.4,0.86,-77.67,1949,2019,
248.4,0.51,-76.5,1973,2019,
84.4,-4.19,-69.94,1967,2019,
622.4,10.04,-69.35,1950,2019,
9.8,10.48,-68.07,1962,2019,
71.6,10.6,-66.99,1973,2019,
22.6,10.91,-63.96,1980,2019,
69.2,8.62,-71.67,1990,2019,
430.1,10.15,-67.92,1990,2019,
2,6.8,-58.15,1941,2019,
30,6.5,-58.25,1973,2019,
0.6,6.82,-58.11,2005,2019,
1,6.25,-57.3,1986,2019,
10,5.81,-55.19,1973,2019,
2,5.95,-57.03,1973,2019,
18,5.45,-55.18,1942,2019,
9,5.5,-54.03,1973,2019,
7.9,4.82,-52.36,1943,2019,
7,3.88,-51.8,1973,2019,
95.5,2.81,-60.64,2016,2019,
93.5,-2.06,-60.02,2016,2019,
60.5,-2.43,-59.56,2016,2019,
57.5,-2.53,-44.21,2016,2019,
235.5,-6.84,-38.31,2016,2019,
114.5,-4.25,-49.93,2016,2019,
222.5,-4.78,-48.06,2016,2019,
154.5,-5.5,-45.23,2016,2019,
288.5,-5.92,-42.71,2016,2019,
287.5,-5.35,-41.51,2016,2019,
45.1,-5.13,-38.35,2013,2019,
271.5,-8.45,-43.86,2016,2019,
309.5,-8.12,-42.98,2016,2019,
236.5,-8.37,-42.25,2011,2019,
720.5,-6.08,-50.15,2016,2019,
302.5,-6.4,-41.73,2016,2019,
238.5,-6.23,-36.03,2016,2019,
573.5,-7.08,-40.36,2014,2019,
462.5,-7.95,-38.3,2016,2019,
549.5,-7.23,-35.9,2016,2019,
45.5,-7.15,-34.85,2016,2019,
205.5,-8.27,-72.75,2016,2019,
231.5,-8.95,-72.78,2016,2019,
112.5,-8.78,-67.33,2016,2019,
99.5,-8.8,-63.85,2016,2019,
181.5,-8.28,-49.26,2016,2019,
190.5,-8.97,-48.18,2016,2019,
682,-8.43,-37.08,2016,2019,
207.5,-9.37,-69.93,2016,2019,
221.5,-9.95,-68.16,2016,2019,
295.5,-10.07,-56.75,2016,2019,
321.5,-9.95,-54.88,2016,2019,
169.5,-9.33,-50.35,2016,2019,
282.5,-9.1,-45.93,2016,2019,
298.5,-9.08,-44.33,2016,2019,
403.5,-9.03,-42.7,2016,2019,
20.5,-9.77,-37.45,2016,2019,
276.5,-9.42,-36.61,2016,2019,
20.5,-9.28,-35.56,2016,2019,
19.2,3.86,-51.79,1938,2019,
84.1,2.85,-60.69,1973,2019,
646.8,-22.2,-49.92,2007,2019,
321.9,-28.28,-54.16,2007,2019,
206.3,-0.89,-52.6,2006,2019,
17.1,0.05,-51.07,1973,2019,
79,-0.12,-66.96,1996,2019,
6.1,-15.36,-38.99,1973,2019,
80.5,-3.04,-60.05,1977,2019,
34.1,-0.98,-62.92,1973,2019,
36,-1.08,-46.93,1990,2019,
146,-2,-54.08,1989,2019,
16,-1.73,-52.23,1973,2019,
16.5,-1.38,-48.47,1942,2019,
56,-2.53,-66.16,1974,2019,
60.4,-2.42,-54.79,1973,2019,
54.3,-2.59,-44.23,1943,2019,
4.9,-2.89,-41.73,1943,2019,
56.1,-3.38,-64.72,1973,2019,
81.4,-3.15,-59.98,1973,2019,
43.3,-3.13,-58.48,1973,2019,
235.9,-10.29,-48.35,2005,2019,
112.2,-3.25,-52.25,1973,2019,
253,-3.79,-49.72,1986,2019,
25,-3.78,-38.53,1936,2019,
58.8,-3.86,-32.42,1931,2019,
65,-4.38,-70.03,1973,2019,
85,-4.26,-69.93,1979,2019,
33.5,-4.24,-56,1992,2019,
53,-5.81,-61.27,1974,2019,
108.8,-5.37,-49.13,1973,2019,
131.4,-5.53,-47.46,1977,2019,
621.2,-6.12,-50,2005,2019,
153,-5.5,-45.26,1931,2019,
66.8,-5.06,-42.82,1931,2019,
23.5,-5.2,-37.36,1973,2019,
51.5,-5.91,-35.24,1943,2019,
5.5,-26.88,-48.65,2005,2019,
98.8,-6.23,-57.77,1973,2019,
194.2,-7.6,-72.76,1974,2019,
172.2,-7.32,-47.45,1938,2019,
501.7,-7.27,-35.89,1931,2019,
7,-7.1,-34.86,1931,2019,
4.6,-26.22,-48.79,2006,2019,
89.6,-8.71,-63.9,1982,2019,
199,-8.35,-49.3,1973,2019,
187,-8.97,-48.18,1989,2019,
235,-8.35,-42.25,1995,2019,
10.1,-8.13,-34.92,1931,2019,
193.2,-9.87,-67.89,1983,2019,
537.1,-9.33,-54.96,1961,2019,
288.6,-9.87,-56.1,1988,2019,
385,-9.36,-40.56,1943,2019,
269.1,-9.4,-38.25,1973,2019,
118,-9.51,-35.79,1973,2019,
239,-10.72,-48.58,1938,2019,
749.5,-23.43,-46.47,1996,2019,
7,-10.98,-37.07,1983,2019,
75,-23.07,-43.15,1996,2019,
464,-11.08,-38.51,1989,2019,
615.1,-12.69,-60.09,1973,2019,
510.8,-12.48,-41.27,2010,2019,
19.5,-12.91,-38.33,1943,2019,
443.2,-13.26,-43.4,1973,2019,
315,-14.7,-52.35,1973,2019,
913.8,-14.86,-40.86,1974,2019,
4.6,-14.82,-39.03,1983,2019,
450,-15.83,-54.38,1979,2019,
349.6,-15.86,-52.38,1986,2019,
188.1,-15.65,-56.11,1973,2019,
1060.4,-15.86,-47.91,1961,2019,
649,-16,-41.28,1974,2019,
1136.3,-16.23,-48.96,1977,2019,
746.8,-16.63,-49.22,1973,2019,
667.8,-16.71,-43.81,1936,2019,
51.2,-16.44,-39.08,2007,2019,
727,-17.92,-50.91,1974,2019,
943,-18.88,-48.22,1996,2019,
25,-18.7,-39.85,1936,2019,
140.5,-19.01,-57.67,1931,2019,
827,-19.62,-43.96,2000,2019,
809.2,-19.77,-47.96,1973,2019,
789.1,-19.85,-43.95,1951,2019,
827.5,-19.63,-43.96,1931,2019,
852,-19.65,-43.88,1973,2019,
558.7,-20.47,-54.67,1936,2019,
820,-20.92,-47.11,2016,2019,
1260.3,-21.84,-46.56,1996,2019,
3.4,-20.26,-40.28,1973,2019,
5,-20.5,-29.31,1943,2019,
549.2,-21.13,-47.77,1996,2019,
599.8,-21.99,-47.33,1973,2019,
927.8,-19.91,-43.99,2007,2019,
711.4,-21.81,-48.13,2007,2019,
753.8,-25,-53.5,2007,2019,
145.7,-10.79,-65.28,2007,2019,
1114.7,-21.27,-43.76,1973,2019,
911,-21.79,-43.38,1931,2019,
17.4,-21.7,-41.3,1931,2019,
657.1,-22.55,-55.7,1973,2019,
536.8,-22.79,-45.2,1977,2019,
450.2,-22.18,-51.42,1973,2019,
661.4,-23.01,-47.13,1951,2019,
617.2,-22.35,-49.05,1973,2019,
856,-22.02,-47.88,1931,2019,
440,-22.48,-44.46,1931,2019,
3,-22.93,-43.71,1973,2019,
8.5,-22.81,-43.24,1931,2019,
33.5,-22.88,-43.38,1951,2019,
3.4,-22.91,-43.16,1938,2019,
18.6,-22.81,-42.09,1973,2019,
545,-23.48,-52.01,1989,2019,
569.1,-23.33,-51.13,1973,2019,
4.3,-22.92,-42.07,1973,2019,
721.8,-23.51,-46.63,1973,2019,
801.9,-23.63,-46.65,1931,2019,
577,-23.02,-45.56,1936,2019,
646.2,-23.23,-45.86,1990,2019,
3,-23.93,-46.28,1973,2019,
239.9,-25.6,-54.48,1953,2019,
910.7,-25.53,-49.17,1961,2019,
931.8,-25.41,-49.23,1931,2019,
5,-25.52,-48.51,1931,2019,
679,-27.12,-52.61,1989,2019,
6.1,-27.67,-48.54,1973,2019,
245,-28.4,-55.01,1931,2019,
724.2,-28.24,-52.32,1936,2019,
1048,-28.67,-50.43,1982,2019,
45,-28.6,-48.81,1940,2019,
78,-29.78,-57.03,1931,2019,
95,-29.7,-53.7,1974,2019,
87.5,-29.71,-53.68,1936,2019,
759,-29.17,-51.2,1989,2019,
428,-30.53,-52.51,1973,2019,
7.9,-29.95,-51.14,1931,2019,
3.4,-29.99,-51.17,1973,2019,
182.9,-31.39,-54.11,1961,2019,
18,-31.72,-52.32,1973,2019,
24,-33.52,-53.35,1931,2019,
63.1,-0.45,-90.26,1942,2019,
1043,-1.5,-78.06,1996,2019,
18.9,-0.92,-89.61,1973,2019,
18,-0.9,-89.61,2010,2019,
299,-0.08,-76.86,2005,2019,
10,-0.98,-79.63,1996,2019,
2941,0.81,-77.7,1938,2019,
2860,0.6,-77.81,2003,2019,
3185,0.25,-78.73,1938,2019,
360,0.02,-79.36,2003,2019,
522.4,-0.25,-79.21,1980,2019,
2812.7,-0.14,-78.48,1977,2019,
2400,-0.12,-78.36,2013,2019,
2480,-0.22,-78.36,2003,2019,
254.2,-0.46,-76.98,2005,2019,
260,-0.47,-79.33,2010,2019,
14.6,-0.95,-80.68,1977,2019,
2805.7,-0.91,-78.61,1980,2019,
265,-0.92,-75.41,2001,2019,
2591.4,-1.21,-78.57,1980,2019,
2789.2,-1.65,-78.65,1980,2019,
5.5,-2.21,-80.98,1977,2019,
5.8,-2.16,-79.88,1977,2019,
1052.2,-2.3,-78.12,2003,2019,
2531.7,-2.89,-78.98,1977,2019,
1236.9,-4,-79.36,1977,2019,
2160,-4.03,-79.2,2001,2019,
35.1,-3.55,-80.38,1974,2019,
93.3,-3.79,-73.3,1973,2019,
86,-4.58,-81.25,1933,2019,
35.4,-5.21,-80.61,1957,2019,
755,-5.58,-78.76,2011,2019,
178.9,-5.89,-76.11,1949,2019,
825.1,-6.07,-77.16,1994,2019,
2539.9,-6.2,-77.85,1960,2019,
29.6,-6.79,-79.82,1933,2019,
274.3,-6.51,-76.37,1950,2019,
2676.4,-7.14,-78.48,1957,2019,
349.9,-7.17,-76.72,1950,2019,
32.3,-8.08,-79.1,1949,2019,
156.4,-8.38,-74.57,1949,2019,
21,-9.15,-78.52,1960,2019,
665,-9.13,-75.95,1949,2019,
2749.9,-9.35,-77.59,1973,2019,
1850.1,-9.88,-76.2,1960,2019,
685,-11.33,-74.55,2009,2019,
228.9,-10.73,-73.76,1957,2019,
3363.2,-11.78,-75.47,2001,2019,
34.4,-12.02,-77.11,1960,2019,
200.9,-12.61,-69.22,1947,2019,
2717.9,-13.16,-74.2,1966,2019,
3310.1,-13.54,-71.93,1949,2019,
3444.2,-13.71,-73.35,1994,2019,
11.9,-13.75,-76.22,1935,2019,
566.9,-14.85,-74.96,2001,2019,
3825.8,-15.47,-70.15,1961,2019,
2561.8,-16.34,-71.58,1942,2019,
13,-17.03,-72.01,2002,2019,
21.9,-17.7,-71.34,2001,2019,
468.8,-18.05,-70.27,1957,2019,
140,-10.53,-65.23,2011,2019,
271.9,-11.04,-68.78,1943,2019,
135,-11.02,-66.11,1943,2019,
140,-13.07,-64.66,1942,2019,
140,-13.3,-64.7,1983,2019,
141,-13.33,-64.15,1973,2019,
143.9,-13.76,-65.43,1987,2019,
224.9,-14.07,-66.78,2010,2019,
280,-14.3,-67.36,1973,2019,
202,-14.48,-67.48,1945,2019,
1415,-14.73,-68.41,1942,2019,
194,-14.87,-66.75,1973,2019,
241,-14.97,-65.63,1973,2019,
155.1,-14.82,-64.91,1943,2019,
247,-15.72,-63.1,1946,2019,
520,-16.27,-62.46,1975,2019,
497,-16.25,-62.1,1942,2019,
4061.5,-16.51,-68.19,1936,2019,
413,-16.37,-60.95,1943,2019,
124,-16.33,-58.38,1986,2019,
2548.1,-17.42,-66.17,1942,2019,
3702.1,-17.96,-67.07,1938,2019,
373.4,-17.65,-63.13,1984,2019,
417.9,-17.81,-63.17,1942,2019,
284,-17.83,-60.75,1942,2019,
1998,-18.47,-64.1,1942,2019,
284,-18.32,-59.75,1943,2019,
133.8,-18.98,-57.82,1942,2019,
3935.9,-19.54,-65.72,1947,2019,
992,-19.78,-63.91,1990,2019,
792,-20.05,-63.56,1946,2019,
398.1,-21.26,-63.4,1980,2019,
1854.4,-21.56,-64.7,1944,2019,
645,-21.96,-63.65,1944,2019,
50.9,-18.35,-70.33,1935,2019,
47.2,-20.54,-70.18,1973,2019,
138.7,-23.44,-70.44,1935,2019,
50.3,-26.29,-80.09,2008,2019,
57,-40.61,-73.06,2004,2019,
11,-43.89,-73.74,2009,2019,
204.2,-27.26,-70.77,2006,2019,
2251,-32.85,-70.15,1935,2019,
204,-27.25,-70.77,2005,2019,
69.2,-27.17,-109.42,1957,2019,
146.6,-29.92,-71.2,1935,2019,
25,-29.95,-71.36,2017,2019,
41,-33.03,-71.63,1935,2019,
342,-33.05,-71.58,1973,2019,
474,-33.39,-70.78,1973,2019,
520,-33.43,-70.68,1935,2019,
29,-33.63,-78.83,1935,2019,
75,-33.65,-71.61,1973,2019,
242,-34.97,-71.21,1935,2019,
150.9,-36.58,-72.03,1938,2019,
7.9,-36.77,-73.06,1973,2019,
114,-37.4,-72.42,1935,2019,
23,-38.36,-73.9,2017,2019,
92.7,-38.77,-72.63,1935,2019,
18,-39.65,-73.08,1973,2019,
160,-42.33,-73.71,2013,2019,
89.6,-41.44,-73.09,1935,2019,
350,-43.2,-71.81,1973,2019,
45,-43.57,-74.83,1935,2019,
10,-45.4,-72.7,1935,2019,
310.9,-45.59,-72.1,1963,2019,
524.9,-45.92,-71.68,1973,2019,
326.1,-46.58,-71.68,1963,2019,
46,-46.8,-75.63,1963,2019,
196,-47.24,-72.58,1963,2019,
56,-52.38,-75.11,1936,2019,
66.1,-51.67,-72.52,1984,2019,
2299.1,-22.5,-68.9,2004,2019,
140.5,-32.95,-71.47,2009,2019,
52,-52.4,-75.1,1937,2019,
18,-52.4,-68.43,2017,2019,
42.4,-53,-70.85,1935,2019,
8,-53.15,-70.9,2017,2019,
26.8,-54.93,-67.61,1949,2019,
11,-55.95,-67.28,1984,2019,
11,-56.48,-68.73,1963,2019,
12,-62.98,-60.68,2019,2019,
96,-20.23,-58.16,1957,2019,
75.9,-26.88,-58.31,2009,2019,
570.9,-22.64,-55.83,2009,2019,
168.6,-22.05,-60.62,1949,2019,
87,-22.28,-57.93,1949,2019,
563,-23.63,-55.83,1959,2019,
99,-23.5,-58.78,2001,2019,
77.1,-23.44,-57.42,1959,2019,
86,-24.75,-58.83,2001,2019,
80,-24.07,-57.08,2001,2019,
192,-24.67,-56.43,1975,2019,
265,-24.03,-54.35,1979,2019,
89,-25.24,-57.51,1949,2019,
264,-25.45,-54.83,1996,2019,
161,-25.77,-56.43,1959,2019,
163,-25.47,-56.4,2000,2019,
126,-26.67,-57.15,1957,2019,
263,-26.83,-55.33,2000,2019,
91,-27.32,-55.83,1949,2019,
128,-30.4,-56.5,1949,2019,
223,-30.98,-55.47,1949,2019,
57,-31.43,-57.98,1949,2019,
55,-32.37,-58.06,1973,2019,
114,-32.34,-54.21,1949,2019,
75,-32.8,-56.51,1950,2019,
22,-33.25,-58.06,1949,2019,
46,-33.22,-54.38,1949,2019,
93,-33.36,-56.49,1949,2019,
21,-34.46,-57.77,1949,2019,
53,-34.79,-56.26,1975,2019,
32,-34.84,-56.03,1949,2019,
29,-34.86,-55.09,1990,2019,
35,-34.87,-55.1,2001,2019,
24.1,-34.97,-54.95,1949,2019,
549.5,-10.45,-40.15,2016,2019,
433.5,-10.53,-39,2016,2019,
363.5,-10.73,-38.1,2016,2019,
11.5,-10.47,-36.48,2016,2019,
219.5,-11.62,-50.73,2016,2019,
221.5,-11.88,-49.6,2016,2019,
451.5,-11.02,-44.53,2016,2019,
432.5,-12.52,-58.23,2016,2019,
755.5,-12.15,-45.81,2016,2019,
227.4,-12.67,-39.15,2016,2019,
232.5,-12.2,-38.96,2016,2019,
571.5,-13.78,-57.83,2016,2019,
354.5,-13.03,-57.1,2016,2019,
351.5,-13.45,-56.66,2011,2019,
519.5,-13.42,-54.75,2016,2019,
380.5,-13.18,-53.25,2016,2019,
1254.5,-13.25,-46.88,2016,2019,
441.5,-13.27,-43.41,2016,2019,
323,-14.65,-57.43,2016,2019,
649.5,-14.93,-53.88,2016,2019,
433.5,-14.02,-52.21,2016,2019,
1261.5,-14.13,-47.51,2016,2019,
874,-14.88,-40.8,2016,2019,
223.5,-15.07,-59.86,2016,2019,
257.5,-15.25,-59.35,2016,2019,
304.5,-15.13,-58.12,2016,2019,
146.5,-15.33,-57.22,2016,2019,
750.5,-15.53,-55.13,2016,2019,
1153.5,-15.9,-48.11,2016,2019,
1201.5,-15.6,-47.63,2016,2019,
881.5,-15.3,-45.61,2016,2019,
854.5,-15.72,-42.43,2016,2019,
751.5,-15.75,-41.45,2016,2019,
461.5,-16.37,-45.11,2016,2019,
647.8,-16.72,-43.86,2016,2019,
86.5,-16.38,-39.18,2016,2019,
876.5,-17.82,-53.28,2016,2019,
783.5,-17.78,-50.96,2016,2019,
753.5,-17.3,-48.28,2016,2019,
871.5,-17.78,-46.11,2016,2019,
476.5,-17.9,-41.51,2016,2019,
209.5,-17.8,-40.25,2016,2019,
819.5,-18.8,-52.6,2016,2019,
490,-18.97,-50.63,2016,2019,
922.5,-18.2,-45.46,2016,2019,
264.5,-18.78,-41.98,2016,2019,
155.5,-18.7,-40.38,2016,2019,
40.5,-18.72,-39.85,2016,2019,
648.5,-19.42,-54.55,2016,2019,
548.5,-19.53,-49.53,2016,2019,
569.5,-19.99,-48.15,2016,2019,
870.5,-19.88,-43.96,2016,2019,
989.5,-19.98,-40.58,2016,2019,
531.5,-20.45,-54.61,2016,2019,
339.5,-20.42,-52.88,1996,2019,
314.5,-20.78,-51.7,2016,2019,
1209.5,-20.03,-44.01,2016,2019,
1062.5,-20.55,-43.75,2016,2019,
36.5,-20.63,-40.73,2016,2019,
86.5,-21.7,-57.55,2016,2019,
330.5,-21.78,-54.53,2016,2019,
406.5,-21.08,-49.91,2016,2019,
731.5,-21.78,-47.08,2016,2019,
864.5,-21.98,-47.88,2016,2019,
992.5,-21.1,-44.25,2016,2019,
951.5,-21.77,-43.36,2016,2019,
81.5,-21.1,-41.03,2016,2019,
651.5,-22.53,-55.53,2016,2019,
363.5,-22.63,-52.88,2016,2019,
437.1,-22.12,-51.4,2016,2019,
544.5,-22.47,-48.55,2016,2019,
661.5,-22.87,-46.05,2016,2019,
1277.5,-22.32,-45.36,2016,2019,
1581.5,-22.75,-45.6,2016,2019,
1041.5,-22.4,-44.96,2016,2019,
1778.5,-22.47,-43.28,2016,2019,
35.5,-22.8,-43.68,2016,2019,
46.5,-22.86,-43.41,2016,2019,
46.5,-22.98,-43.18,2016,2019,
1047.5,-22.33,-42.67,2016,2019,
5.5,-22.04,-41.05,2013,2019,
10.1,-22.1,-39.91,2013,2019,
2.4,-22.34,-41.76,1996,2019,
5.5,-22.98,-42.02,2016,2019,
403.5,-23.97,-55.02,2016,2019,
382.5,-23.36,-52.93,2016,2019,
669.5,-23.42,-50.58,2016,2019,
523.5,-23.51,-49.94,2016,2019,
645.5,-23.85,-48.16,2016,2019,
793.6,-23.5,-46.62,2016,2019,
875.5,-23.23,-45.41,2016,2019,
11.2,-23.05,-43.6,2016,2019,
393.5,-24.53,-54.01,2016,2019,
655.5,-24.43,-51.96,2016,2019,
668.5,-24.97,-48.41,2016,2019,
232.5,-25.6,-54.48,2016,2019,
521.5,-25.7,-53.1,2016,2019,
1261.5,-25.57,-51.08,2016,2019,
811.5,-26.28,-53.63,2016,2019,
666.5,-26.78,-53.5,2016,2019,
961.5,-26.4,-52.85,2016,2019,
1019.5,-26.4,-51.35,2016,2019,
809.5,-26.4,-50.36,2016,2019,
593.5,-26.93,-50.15,2016,2019,
870.5,-26.25,-49.58,2016,2019,
277.5,-27.88,-54.48,2016,2019,
491.5,-27.4,-53.42,2016,2019,
551.5,-27.85,-53.78,2016,2019,
643.5,-27.92,-53.31,2016,2019,
3.3,-27.6,-48.61,2016,2019,
84.5,-28.65,-56.01,2016,2019,
246.5,-28.42,-54.96,2016,2019,
433.5,-28.6,-53.66,2016,2019,
685.5,-28.23,-52.4,2016,2019,
843.5,-28.22,-51.51,2016,2019,
1245.5,-28.75,-50.05,2016,2019,
1411.5,-28.28,-49.93,2016,2019,
54,-28.6,-48.81,2016,2019,
96.5,-29.7,-53.7,2016,2019,
112.5,-29.87,-52.38,2016,2019,
641.5,-29.17,-51.53,2016,2019,
329.5,-30.83,-55.6,2016,2019,
127.5,-30.34,-54.31,2016,2019,
171.5,-30.98,-54.81,2016,2019,
451.5,-30.55,-53.46,2016,2019,
48.5,-30.05,-51.16,2016,2019,
4,-32.03,-52.1,2016,2019,
3479,-22.15,-65.57,1939,2019,
356,-23.15,-64.32,1960,2019,
449,-22.62,-63.79,1973,2019,
49.1,-29.21,-59.68,2004,2019,
920.2,-24.39,-65.09,1973,2019,
1246,-24.86,-65.48,1939,2019,
129.8,-24.72,-60.54,1957,2019,
279.2,-25.74,-54.47,1939,2019,
455.7,-26.84,-65.1,1981,2019,
280.1,-27.5,-64.93,2016,2019,
199.9,-27.77,-64.31,1939,2019,
91,-26.73,-60.48,2001,2019,
52.7,-27.45,-59.05,1959,2019,
59.1,-26.21,-58.22,1973,2019,
61.9,-27.45,-58.76,1973,2019,
131.1,-27.39,-55.97,1939,2019,
437.7,-29.38,-66.79,1939,2019,
463.9,-28.6,-65.75,1973,2019,
341,-29.9,-63.68,1973,2019,
88,-29.88,-61.95,1939,2019,
48,-29.18,-59.7,1973,2019,
70.1,-29.69,-57.15,1939,2019,
597.1,-31.57,-68.41,1973,2019,
467,-30.37,-66.28,1973,2019,
583.7,-31.95,-65.14,1973,2019,
616,-32.39,-65.18,2004,2019,
488.9,-31.32,-64.2,1939,2019,
502,-31.45,-64.28,2001,2019,
338,-31.67,-63.88,1973,2019,
17.1,-31.71,-60.81,1973,2019,
74.1,-31.8,-60.48,1939,2019,
53,-30.27,-57.64,1965,2019,
34.1,-31.3,-57.99,1939,2019,
653,-33.08,-68.41,1973,2019,
704.1,-32.83,-68.79,1939,2019,
709.9,-33.27,-66.35,1957,2019,
484.9,-33.73,-65.38,1939,2019,
420.9,-33.09,-64.26,1973,2019,
110,-32.68,-62.15,1973,2019,
25.9,-32.9,-60.78,1939,2019,
22.9,-33.01,-58.61,1965,2019,
1430.1,-35.49,-69.57,1939,2019,
752.9,-34.59,-68.4,1973,2019,
139.9,-35.7,-63.75,1939,2019,
136.9,-34.14,-63.36,1957,2019,
79.9,-34.55,-60.93,1939,2019,
3,-34.45,-58.59,2002,2019,
38,-36.07,-59.1,1973,2019,
18,-34.61,-58.61,1973,2019,
20.4,-34.82,-58.53,1957,2019,
5.5,-34.56,-58.41,1973,2019,
25,-34.58,-58.48,1931,2019,
21.9,-34.97,-57.89,1973,2019,
192,-36.59,-64.27,1957,2019,
94,-36.2,-61.06,1989,2019,
146,-36.83,-59.88,1997,2019,
132,-36.75,-59.83,1957,2019,
175,-37.24,-59.22,1973,2019,
9,-36.35,-57.73,1939,2019,
121.9,-38.39,-60.33,1973,2019,
21.6,-37.93,-57.57,1939,2019,
272.8,-38.95,-68.15,1939,2019,
75,-38.73,-62.16,1939,2019,
783,-40.08,-71.13,1981,2019,
846.1,-41.15,-71.15,1939,2019,
20,-40.78,-65.1,1939,2019,
129.8,-42.76,-65.1,2004,2019,
6.1,-40.87,-63,1973,2019,
344.7,-41.94,-71.53,1983,2019,
798.9,-42.91,-71.13,1957,2019,
43,-43.21,-65.27,1939,2019,
429,-46.52,-71.01,1939,2019,
57.9,-45.79,-67.46,1957,2019,
81.1,-47.74,-65.9,1939,2019,
203.9,-50.28,-72.05,2002,2019,
199,-50.27,-72.05,2003,2019,
57.9,-49.31,-67.8,1973,2019,
110.9,-50.02,-68.57,1939,2019,
273,-51.6,-72.21,1980,2019,
18.6,-51.61,-69.31,1959,2019,
19.8,-53.78,-67.74,1973,2019,
21.6,-54.84,-68.29,1939,2019,
480,-51.42,-60.56,2014,2019,
16,-51.32,-59.6,1992,2019,
458,-51.67,-58.1,2014,2019,
17,-51.9,-60.91,1991,2019,
34,-51.94,-60.06,1953,2019,
74.4,-51.82,-58.44,1985,2019,
22.9,-51.69,-57.77,1984,2019,
361,-52.15,-60.6,2014,2019,
15,-52.43,-59.08,1991,2019,
2,-54,-38.05,2003,2019,
24,-63.4,-56.98,1973,2019,
8,-60.73,-44.73,1949,2019,
817,-71.7,-2.8,1997,2019,
2830,-90,0,1957,2019,
1968,-82.77,-13.05,2008,2019,
497,-73.05,-13.38,1994,2019,
256,-77.87,-34.61,1956,2019,
14,-62.18,-58.88,1973,2019,
11,-62.23,-58.63,1980,2019,
208,-64.23,-56.71,1973,2019,
48,-62.18,-58.98,1985,2019,
5,-62.5,-59.68,1947,2019,
10,-62.22,-58.96,1985,2019,
