elev,lat,lon,yrst,yrstp,notes,reference
588,-35.417,149.1,1974,2019,ISD,
574.9,-35.307,149.19,1939,2019,ISD,
666,-35.433,149.78,1975,2019,ISD,
705,-36.917,149.23,1990,2019,ISD,
762,-37,149.23,1990,2019,ISD,
350,-37.7,148.08,1998,2019,ISD,
27,-37.8,149.26,1966,2019,ISD,
15,-37.567,149.9,1956,2019,ISD,
20,-37.25,150.05,1992,2019,ISD,
17,-35.917,150.15,1956,2019,ISD,
37,-35.35,150.48,1990,2019,ISD,
54,-36.25,150.21,1961,2019,ISD,
85,-35.083,150.8,1956,2004,ISD,
11,-35.733,150.18,1992,2019,ISD,
630,-35.117,150.08,1998,2008,ISD,
625.6,-35.117,150.08,2005,2019,ISD,
117,-39.217,146.98,1992,2019,ISD,
12.7,-42.9,147.78,1961,2019,ISD,
9,-40.833,145.08,1973,2019,ISD,
92,-40.667,144.68,1988,2019,ISD,
295,-41.383,146.31,1990,2019,ISD,
22,-42.15,145.28,1976,2019,ISD,
91,-42.483,146.71,1990,2019,ISD,
6,-41.083,145.95,1965,2018,ISD,
667,-42.283,146.28,1990,2019,ISD,
462,-42.45,147.46,1990,2019,ISD,
148,-43.65,146.26,1956,2019,ISD,
281,-42.75,146.61,1968,2019,ISD,
27,-42.717,146.9,1990,2019,ISD,
30,-41.05,146.8,1956,1997,ISD,
55,-43.167,146.91,1972,2015,ISD,
53,-43.5,147.15,1956,2019,ISD,
171.3,-41.545,147.21,1939,2019,ISD,
5,-41.417,147.11,1990,2019,ISD,
51,-42.883,147.33,1944,2019,ISD,
238,-42.5,147.2,1956,2019,ISD,
198,-41.167,147.48,1971,2019,ISD,
532,-42.783,146.9,1997,2008,ISD,
20,-42.2,145.16,1948,2019,ISD,
4,-42.836,147.51,1958,2019,ISD,
750,-42.117,146.16,1956,2019,ISD,
750,-42.117,146.16,1996,1996,ISD,
830,-43.2,146.76,1990,2019,ISD,
193,-43.167,147.83,1990,2005,ISD,
575,-42,147.78,1975,2019,ISD,
10,-40.1,148,1961,2019,ISD,
11,-42.133,148.06,1956,2019,ISD,
5,-41.317,148.23,1956,2001,ISD,
21,-41,148.35,1960,2019,ISD,
186,-42.033,147.5,1972,2019,ISD,
15,-67.6,62.88,1973,1985,ISD,
56,-42,148.28,1998,2019,ISD,
6.5,-43.067,147.35,2014,2019,ISD,
7,-31.542,159.07,1947,2019,ISD,
113.1,-29.042,167.93,1947,2019,ISD,
12,-53.1,73.71,1986,2015,ISD,
8.3,-54.499,158.93,1973,2019,ISD,
16.8,-15.45,128.12,1957,1964,ISD,
7.9,-13.75,126.15,1957,1973,ISD,
409.7,-18.23,127.67,1957,1973,ISD,
45.7,-15.65,128.7,1965,1982,ISD,
26,-16.4,122.93,1965,1982,ISD,
13,-16.08,123.6,1965,1982,ISD,
12,-17.37,123.67,1972,1981,ISD,
140,-16.13,123.78,1982,1982,ISD,
20.7,-20.65,116.72,1958,1969,ISD,
12,-20.72,116.75,1969,1982,ISD,
8,-21.82,114.17,1971,1976,ISD,
114.8,-25.05,115.22,1962,1963,ISD,
16.8,-24.82,113.83,1966,1977,ISD,
46,-24.22,113.38,1972,1975,ISD,
511,-26.6,118.48,1944,1950,ISD,
427,-28.07,117.83,1957,1975,ISD,
304,-27.37,116.42,1962,1982,ISD,
318,-28.35,116.68,1957,1975,ISD,
34,-28.78,114.62,1941,1955,ISD,
203.6,-30.65,116,1972,1975,ISD,
304.8,-30.83,116.72,1981,1982,ISD,
150,-28.35,114.58,1974,1982,ISD,
19.5,-31.9,115.9,1967,1974,ISD,
47,-32,115.5,1965,1982,ISD,
15,-31.77,116.02,1965,1982,ISD,
19,-32,115.88,1975,1982,ISD,
4,-33.65,115.33,1957,1963,ISD,
63,-33.57,115.82,1957,1963,ISD,
4.3,-33.85,121.88,1957,1969,ISD,
280.1,-34.23,116.15,1957,1963,ISD,
253,-34.63,117.67,1957,1963,ISD,
190,-33.37,116.15,1957,1963,ISD,
158.5,-33.62,121.8,1965,1982,ISD,
116,-33.13,115.88,1972,1982,ISD,
190,-34.93,117.13,1969,1970,ISD,
118,-35.18,117.88,1957,1973,ISD,
300,-34.45,116.98,1975,1982,ISD,
248.1,-31.63,117.72,1957,1964,ISD,
317.6,-31.52,118.2,1972,1982,ISD,
175,-31.88,116.75,1957,1964,ISD,
166,-31.75,116.68,1957,1981,ISD,
329.8,-33.82,117.17,1965,1965,ISD,
304.8,-33.83,117.15,1975,1982,ISD,
249,-32.98,121.62,1973,1982,ISD,
10,-12.58,131.32,1971,1982,ISD,
15,-11.42,130.67,1965,1979,ISD,
152,-13.22,131,1970,1974,ISD,
40.2,-12.47,130.83,1966,1973,ISD,
2.7,-12.65,130.37,1969,1971,ISD,
25,-12.67,132.9,1977,1982,ISD,
9.1,-12.25,136.88,1961,1975,ISD,
50,-12.28,136.82,1968,1973,ISD,
7,-12.2,136.72,1979,1982,ISD,
32.9,-14.73,134.73,1961,1971,ISD,
214,-16.27,133.38,1970,1982,ISD,
320,-18.33,130.63,1971,1974,ISD,
42.8,-13.8,131.2,1967,1977,ISD,
16,-13.68,130.63,1971,1979,ISD,
189,-13.82,131.83,1956,1964,ISD,
277,-19.63,134.18,1956,1964,ISD,
212,-17.38,133.4,1956,1979,ISD,
512,-21.53,133.88,1963,1982,ISD,
267,-25.58,134.57,1956,1964,ISD,
339.5,-20.22,130.02,1969,1982,ISD,
31,-31.88,137.72,1973,1979,ISD,
193,-30.47,138.42,1952,1982,ISD,
259,-30.6,138.43,1982,1982,ISD,
4.9,-31.98,132.45,1957,1967,ISD,
168,-32.83,135.15,1964,1982,ISD,
113,-34.48,135.85,1973,1982,ISD,
6,-32.5,137.77,1956,1969,ISD,
8,-32.53,137.78,1962,1982,ISD,
0,34.1,-93.06,1972,1982,ISD,
398,-33.83,138.62,1956,1964,ISD,
273,-33.37,138.4,1956,1963,ISD,
18,-34.3,137.98,1972,1982,ISD,
89,-35.37,136.87,1968,1981,ISD,
4,-35.12,137.83,1969,1981,ISD,
88.7,-36.07,136.72,1967,1973,ISD,
156,-35.8,137.33,1961,1982,ISD,
40,-34.93,138.58,1954,1979,ISD,
26,-34.73,138.65,1957,1979,ISD,
114,-34.53,138.68,1956,1982,ISD,
121.9,-34.97,138.63,1967,1982,ISD,
16,-34.78,138.63,1956,1982,ISD,
77,-34.85,138.65,1971,1982,ISD,
245,-34.35,138.92,1956,1963,ISD,
116,-34.55,138.83,1961,1982,ISD,
304.8,-35,138.62,1962,1963,ISD,
330,-35.07,138.87,1956,1963,ISD,
226,-35.4,138.47,1956,1963,ISD,
71,-35.27,138.88,1956,1963,ISD,
457,-34.95,138.82,1971,1982,ISD,
65.5,-34.28,140.6,1961,1963,ISD,
30,-34.18,140,1957,1972,ISD,
31.7,-34.28,140.6,1961,1964,ISD,
58,-34.2,139.95,1972,1982,ISD,
31,-36.98,140.37,1961,1963,ISD,
64,-37.57,140.43,1956,1982,ISD,
14,-36.95,139.58,1964,1973,ISD,
37,-37.1,140.8,1974,1982,ISD,
37,-36.6,140.48,1982,1982,ISD,
9,-17.47,140.83,1940,1950,ISD,
144,-21.03,141.8,1968,1982,ISD,
357.5,-20.73,139.48,1956,1964,ISD,
386.6,-20.73,139.5,1964,1982,ISD,
453,-18.15,144.32,1956,1978,ISD,
899,-17.38,145.38,1956,1963,ISD,
715,-17.2,145.57,1964,1982,ISD,
484.6,-17.15,145.25,1964,1976,ISD,
106.7,-16.93,146,1968,1982,ISD,
180,-17.6,146,1973,1982,ISD,
10,-19.62,147.38,1964,1982,ISD,
3.4,-20.05,148.88,1979,1982,ISD,
6,-21.17,149.18,1956,1959,ISD,
14,-21.17,149.12,1968,1982,ISD,
155,-24.83,149.8,1968,1982,ISD,
205,-24.27,144.43,1956,1982,ISD,
191.4,-23.45,144.25,1956,1964,ISD,
173,-24.4,150.52,1966,1984,ISD,
602,-24.53,151.47,1956,1963,ISD,
339,-24.7,151.32,1961,1963,ISD,
5,-23.45,151.92,1961,1979,ISD,
3,-23.18,151.9,1964,1977,ISD,
280,-25.68,150.85,1970,1984,ISD,
57,-26.8,153.15,1970,1984,ISD,
29,-27.55,152.33,1971,1984,ISD,
105,-26.47,152.67,1968,1984,ISD,
110,-27.12,152.55,1956,1963,ISD,
525,-27.98,153.2,1956,1963,ISD,
11,-27.57,153,1939,1949,ISD,
11,-27.53,153.25,1973,1984,ISD,
39.6,-27.53,152.92,1969,1976,ISD,
10,-26.53,153.08,1969,1981,ISD,
107,-25.65,151.75,1968,1984,ISD,
95,-27.53,152.33,1983,1984,ISD,
20,-27.83,153,1971,1984,ISD,
480,-28.2,152.1,1964,1984,ISD,
870,-28.62,151.95,1966,1984,ISD,
265,-28.5,150.93,1973,1984,ISD,
229,-25.92,144.6,1961,1963,ISD,
213.4,-31.08,141.7,1973,1973,ISD,
305,-31.97,141.45,1959,1979,ISD,
42.7,-34.05,141.27,1970,1984,ISD,
37,-34.12,141.92,1956,1963,ISD,
250.5,-31.5,145.8,1956,1964,ISD,
137,-29.12,147.45,1970,1981,ISD,
61,-34.58,142.73,1964,1970,ISD,
189,-33.07,147.23,1974,1984,ISD,
199,-33.1,147.15,1969,1984,ISD,
27.8,-31.72,148.67,1966,1975,ISD,
215,-31.98,147.95,1969,1984,ISD,
236.5,-32.22,148.23,1970,1974,ISD,
198,-31.78,147.77,1968,1975,ISD,
133,-30.02,148.12,1956,1984,ISD,
207.3,-29.5,149.9,1956,1964,ISD,
296,-29.87,150.57,1965,1975,ISD,
307,-31.03,150.27,1964,1984,ISD,
656,-30.18,151.07,1967,1969,ISD,
1060,-29.7,151.7,1970,1984,ISD,
676,-29.78,151.08,1964,1984,ISD,
365.8,-28.47,152.55,1956,1963,ISD,
61,-28.37,153.22,1970,1984,ISD,
152,-28.85,153.45,1967,1984,ISD,
22.9,-30.45,152.9,1956,1963,ISD,
1097.3,-30.25,152.82,1965,1965,ISD,
40,-30.2,153.27,1968,1975,ISD,
146,-31.38,152.25,1971,1984,ISD,
312,-33.23,151.2,1970,1981,ISD,
144.2,-32.25,150.88,1968,1972,ISD,
216,-32.07,150.93,1964,1984,ISD,
30,-32.63,151.58,1971,1984,ISD,
24.7,-32.7,151.47,1969,1974,ISD,
199.9,-32.33,151.47,1971,1984,ISD,
280,-33.32,151.25,1981,1984,ISD,
713,-33.43,149.57,1966,1982,ISD,
385.9,-33.82,148.7,1964,1982,ISD,
1030,-33.72,150.3,1956,1963,ISD,
864.4,-33.28,149.1,1956,1963,ISD,
929.9,-33.33,149.07,1975,1982,ISD,
1052,-33.63,150.28,1981,1982,ISD,
300,-33.57,148.67,1965,1982,ISD,
529.1,-33.1,148.87,1956,1963,ISD,
390,-32.52,148.97,1964,1982,ISD,
140,-34.05,150.98,1961,1982,ISD,
22.9,-33.83,151.17,1962,1963,ISD,
18.3,-33.62,150.75,1971,1975,ISD,
69,-33.87,150.73,1971,1982,ISD,
686,-34.55,150.37,1956,1976,ISD,
11,-34.48,150.92,1961,1963,ISD,
65,-34.12,150.82,1972,1975,ISD,
10,-36.22,150.12,1968,1970,ISD,
581,-35.3,149.1,1961,1964,ISD,
839.4,-36.22,149.13,1969,1971,ISD,
642.2,-34.82,149.73,1959,1973,ISD,
860,-36.22,149.13,1971,1973,ISD,
625,-35.3,148.92,1956,1963,ISD,
1395.4,-35.88,148.5,1961,1967,ISD,
1767.8,-36.43,148.35,1968,1968,ISD,
1341.1,-36.35,148.4,1962,1963,ISD,
182.9,-36.07,146.93,1968,1982,ISD,
398,-35,148.6,1978,1982,ISD,
292,-34.42,147.53,1967,1971,ISD,
215.8,-35.07,148.1,1940,1942,ISD,
289.9,-35.07,148.1,1970,1975,ISD,
219.2,-35.05,147.35,1976,1982,ISD,
232.9,-35.08,148.1,1972,1972,ISD,
137,-36,146.37,1956,1977,ISD,
91.4,-35.37,145.05,1957,1963,ISD,
152,-34.55,146.42,1956,1963,ISD,
76,-35.82,144.9,1961,1970,ISD,
153,-34.75,146.55,1964,1982,ISD,
222,-35.13,147.32,1941,1945,ISD,
71.6,-35.08,144.03,1971,1982,ISD,
192,-33.62,146.33,1981,1981,ISD,
129,-34.25,146.2,1964,1975,ISD,
56.4,-34.17,142.07,1971,1982,ISD,
107,-35.12,142,1956,1964,ISD,
89,-35.95,142.42,1956,1963,ISD,
91,-36.67,142.3,1956,1982,ISD,
239,-36.62,143.27,1964,1975,ISD,
104,-36.33,145.07,1977,1982,ISD,
110,-36.07,145.45,1973,1975,ISD,
114,-36.43,145.27,1974,1982,ISD,
114,-36.63,144.87,1971,1982,ISD,
168,-36.08,146.48,1973,1982,ISD,
152,-36.12,146.9,1975,1982,ISD,
360,-36.57,147.62,1961,1963,ISD,
685.2,-37.58,146.25,1956,1970,ISD,
18,-37.82,147.62,1974,1979,ISD,
116,-37.58,147.37,1942,1945,ISD,
116,-38.17,145.93,1956,1982,ISD,
190,-38.1,146.38,1974,1982,ISD,
240,-38.52,146.2,1972,1974,ISD,
261,-37.88,146.02,1981,1982,ISD,
34,-38.48,146.93,1964,1973,ISD,
46,-38.23,145.03,1973,1975,ISD,
603,-37.57,145.5,1964,1982,ISD,
27,-38.12,145.18,1979,1982,ISD,
90,-37.72,145.05,1956,1963,ISD,
442,-37.6,144.2,1971,1982,ISD,
15.2,-38.27,144.67,1972,1979,ISD,
24,-37.9,144.68,1965,1970,ISD,
11,-38.03,144.47,1974,1982,ISD,
533,-37.47,144.32,1973,1975,ISD,
452,-37.43,143.9,1956,1963,ISD,
509,-37.25,144.45,1965,1965,ISD,
360,-37.1,145.7,1961,1963,ISD,
332.2,-37.28,142.95,1956,1964,ISD,
160,-37.97,143.35,1982,1982,ISD,
238,-37.88,143.9,1972,1982,ISD,
205,-37.82,142.07,1973,1982,ISD,
81,-38.32,141.48,1969,1978,ISD,
14,-41,147.4,1964,1982,ISD,
150,-41.72,147.08,1964,1982,ISD,
152,-41.08,145.77,1971,1982,ISD,
4.9,-40.77,145.3,1973,1982,ISD,
460,-41.23,145.7,1960,1973,ISD,
20,-41,145.73,1956,1964,ISD,
11,-40.98,145.72,1968,1971,ISD,
199.9,-41.15,147.52,1968,1982,ISD,
130,-41.2,146.27,1961,1962,ISD,
80,-41.3,145.98,1971,1982,ISD,
580,-42.02,147.8,1944,1958,ISD,
40,-43.42,146.88,1956,1963,ISD,
239.9,-43.25,148,1971,1972,ISD,
59.7,-43.17,146.93,1956,1963,ISD,
76.2,-42.72,146.88,1956,1963,ISD,
666,-42.28,146.27,1956,1963,ISD,
22.3,-42.2,145.17,1956,1963,ISD,
623.9,-41.43,145.52,1961,1963,ISD,
172.2,-41.88,145.33,1968,1982,ISD,
352,-41.5,145.18,1967,1969,ISD,
304.8,-42.73,145.98,1969,1977,ISD,
37,-10.617,125.98,2001,2012,ISD,
29,-14.25,129.53,2001,2019,ISD,
30,-12.42,130.88,2004,2007,ISD,
15,-12.6,131.3,2003,2019,ISD,
29,-12.05,134.23,2004,2019,ISD,
40,-12.45,142.63,1968,1982,ISD,
5,-14.9,141.6,1986,1987,ISD,
32,-17.9,122.31,1998,2019,ISD,
7,-17.367,123.66,1997,2019,ISD,
4,-15.5,128.15,2001,2019,ISD,
31,-15.65,128.71,2003,2010,ISD,
6,-15.45,145.18,2001,2019,ISD,
594,-17.133,145.43,2001,2019,ISD,
714,-17.217,145.56,2004,2011,ISD,
473,-17.067,145.43,2001,2019,ISD,
2,-16.433,145.98,1997,2013,ISD,
13,-15.5,147.11,1993,2019,ISD,
3,-16.767,145.96,1993,2010,ISD,
2,-16.85,146.23,1997,2013,ISD,
12,-18.65,146.18,1997,2019,ISD,
19,-17.6,146,2001,2019,ISD,
12,-19.617,147.38,1997,2019,ISD,
8,-19.45,147.48,1998,2019,ISD,
3,-19.733,149.16,1997,2002,ISD,
8,-16.29,149.96,2004,2006,ISD,
24,-20.65,115.56,2001,2019,ISD,
7,-20.883,115.4,2001,2019,ISD,
11,-21.667,115.11,2001,2019,ISD,
6,-20.717,116.76,1994,2019,ISD,
16,-20.617,116.75,1991,2001,ISD,
300,-24.4,116.3,1990,2013,ISD,
746,-22.7,117.76,2001,2011,ISD,
183,-21.183,119.75,2001,2019,ISD,
337,-24.3,116.91,2001,2003,ISD,
339,-20.183,130.01,2001,2019,ISD,
282,-24.417,145.43,2003,2019,ISD,
345,-24.117,148.08,1992,2019,ISD,
14,-21.167,149.11,2003,2012,ISD,
6,-21.167,149.18,1996,2017,ISD,
10,-22.35,149.51,2004,2019,ISD,
168,-24.833,149.8,2003,2011,ISD,
522,-25.117,119.15,1990,2004,ISD,
34,-25.9,113.58,2001,2019,ISD,
498,-27.85,120.7,1994,2019,ISD,
226,-29.033,134.71,1997,2019,ISD,
530,-25.367,131.01,2001,2003,ISD,
51,-29.667,138.06,2001,2019,ISD,
38,-28.1,140.2,1996,2019,ISD,
47.9,-25.898,139.34,2001,2019,ISD,
178,-29.451,142.05,2001,2019,ISD,
115,-27.417,141.81,2003,2019,ISD,
132,-27.986,143.81,1996,2019,ISD,
41,-66.667,140.01,1973,1985,ISD,
115,-29.95,146.85,1965,2019,ISD,
145,-29.55,148.58,1966,2019,ISD,
218.5,-29.491,149.84,1995,2019,ISD,
305,-26.65,150.18,2001,2019,ISD,
297,-28.85,151.16,1992,2019,ISD,
636,-29.783,151.11,1998,2019,ISD,
112,-25.617,151.61,2003,2019,ISD,
642,-27.55,151.91,1998,2019,ISD,
15,-25.317,152.88,2001,2019,ISD,
36,-26.95,152.96,2001,2019,ISD,
26,-29.75,153.03,2007,2019,ISD,
26,-29.617,152.96,2003,2019,ISD,
33,-26.65,152.93,1965,2019,ISD,
384,-28.35,150.95,1992,2014,ISD,
48,-27.967,152.98,2008,2019,ISD,
10,-27.7,153.2,1997,2019,ISD,
5,-30.3,115.03,1969,2019,ISD,
305,-30.833,116.73,2003,2013,ISD,
3,-33.633,115.33,2001,2019,ISD,
10,-32.05,115.98,1997,2019,ISD,
4,-32.05,115.76,1991,1999,ISD,
6,-32.233,115.68,1985,2019,ISD,
14,-32.217,115.8,1995,2018,ISD,
385,-32.017,116.13,1991,2019,ISD,
17,-33.683,115.4,1990,2019,ISD,
75,-31.467,115.86,1998,2019,ISD,
200,-33.367,116.16,2003,2019,ISD,
217,-31.617,117.21,1998,2019,ISD,
299,-32.45,118.9,1990,2019,ISD,
501,-30.383,120.15,1998,2001,ISD,
348,-31.233,119.35,1998,2019,ISD,
27,-33.933,120.13,1998,2019,ISD,
286,-33.1,118.46,2001,2019,ISD,
144,-33.683,121.83,1991,2019,ISD,
249,-32.983,121.61,2001,2019,ISD,
263,-32.217,121.75,2001,2019,ISD,
220,-33.55,120.7,2003,2019,ISD,
110,-32.265,125.48,1975,2019,ISD,
160,-30.833,128.11,1993,2019,ISD,
74,-34.95,116.71,2004,2019,ISD,
87,-33.05,135.45,2001,2019,ISD,
37,-33.517,135.28,2001,2005,ISD,
12,-33.233,138,2007,2015,ISD,
100,-30.483,136.88,2001,2019,ISD,
32,-34.75,137.51,1992,2019,ISD,
8,-34.6,135.88,1992,2008,ISD,
166,-32.85,135.15,1998,2019,ISD,
58,-34.25,135.71,2007,2019,ISD,
12.5,-33.059,137.51,1992,2019,ISD,
14,-32.517,137.71,1997,2019,ISD,
396,-33.817,138.6,1994,2019,ISD,
109,-33.783,138.21,2001,2019,ISD,
65,-34.517,138.68,2001,2019,ISD,
6,-34.95,138.53,2004,2005,ISD,
116,-34.55,138.83,2003,2019,ISD,
8,-34.733,138.46,2002,2019,ISD,
20.4,-34.703,138.62,1972,2019,ISD,
17.4,-34.793,138.63,1939,2019,ISD,
730,-34.967,138.7,1986,2019,ISD,
32,-34.2,140.68,1996,2019,ISD,
77,-34.78,140.28,1968,1982,ISD,
53,-33.383,142.56,2003,2019,ISD,
95,-31.517,143.38,2001,2019,ISD,
100,-32.883,144.31,2001,2019,ISD,
158,-30.85,143.07,2005,2019,ISD,
108,-30.033,145.95,1997,1999,ISD,
135,-34.25,146.06,1970,2019,ISD,
164,-34.617,146.43,2001,2019,ISD,
144.5,-34.702,146.51,1969,2019,ISD,
169,-33.283,146.36,1982,2019,ISD,
194,-33.067,147.21,1994,2019,ISD,
258,-33.933,147.2,2001,2019,ISD,
216,-31.983,147.95,2001,2019,ISD,
262,-33.93,147.2,1965,1984,ISD,
302,-30.95,149.06,2003,2012,ISD,
134,-30.033,148.11,1994,2019,ISD,
641,-34.817,149.73,1990,2019,ISD,
324,-33.133,148.23,1969,2019,ISD,
182,-30.983,148.38,2001,2019,ISD,
285,-32.217,148.56,1997,2019,ISD,
386,-33.817,148.7,1990,2011,ISD,
297,-33.85,148.65,2004,2019,ISD,
281,-34.433,147.51,1975,2019,ISD,
520,-34.817,148.9,1990,2018,ISD,
922,-33.317,149.08,2003,2019,ISD,
948,-33.383,149.13,1998,2019,ISD,
646,-31.317,149.26,2003,2019,ISD,
230,-30.317,149.81,2003,2019,ISD,
263,-30.95,150.25,2003,2019,ISD,
362,-33.7,150.56,2007,2019,ISD,
730,-31.733,150.8,2004,2019,ISD,
8,-34.567,150.78,2001,2019,ISD,
16,-34.65,150.85,2004,2019,ISD,
20,-33.933,150.88,1981,2013,ISD,
44,-34.133,151.11,2010,2019,ISD,
20,-33.6,150.78,1997,2019,ISD,
376,-32.183,150.16,2007,2019,ISD,
4,-34,151.2,2010,2019,ISD,
223,-32.033,150.83,1990,2019,ISD,
396,-31.067,150.83,1992,2008,ISD,
40,-33.833,151.15,1997,2015,ISD,
4,-33.833,151.06,1996,2019,ISD,
6,-33.83,151.26,1998,2006,ISD,
6,-33.083,151.46,2008,2019,ISD,
90,-33.817,151.3,1990,1999,ISD,
20,-33.267,151.56,1995,2019,ISD,
62,-32.783,151.33,1997,2019,ISD,
200,-32.333,151.45,2001,2019,ISD,
1081,-30.533,151.61,1997,2019,ISD,
305,-33.283,151.21,1997,2019,ISD,
5,-32.75,151.56,2001,2016,ISD,
5,-32.183,152.5,2001,2019,ISD,
25,-32.7,152.15,2003,2019,ISD,
9,-31.883,152.51,2001,2019,ISD,
158,-35.75,136.6,1975,2019,ISD,
44,-35.283,136.93,1998,2019,ISD,
6,-35.717,137.51,1997,2019,ISD,
395,-34.7,138.93,1971,2001,ISD,
8,-35.55,138.6,2003,2019,ISD,
33,-35.117,139.26,1990,2019,ISD,
4,-37.183,139.8,2004,2019,ISD,
46,-35.067,139.23,2007,2019,ISD,
35,-36.65,140.51,2003,2019,ISD,
105,-35.117,142,2001,2019,ISD,
155,-37.017,141.26,2005,2019,ISD,
104,-36.333,145.06,1998,2019,ISD,
141,-36.65,142.06,1956,2012,ISD,
114,-36.433,145.26,2001,2019,ISD,
175,-36.1,146.5,1998,2019,ISD,
365,-36.733,146.46,1998,2019,ISD,
134,-36.667,142.16,2001,2019,ISD,
262,-38.233,143.78,2001,2019,ISD,
330,-37.067,144.23,1990,2019,ISD,
167,-38.25,145.93,1998,2000,ISD,
12,-38.3,144.62,1961,1982,ISD,
79.3,-38.5,144.88,1961,1982,ISD,
6,-37.867,144.96,2011,2019,ISD,
79,-37.733,144.9,1939,2019,ISD,
80,-37.867,145.25,1998,2019,ISD,
95,-35.567,144.95,2001,2019,ISD,
17,-37.95,144.93,2001,2019,ISD,
83,-37.717,145.05,2004,2018,ISD,
66,-37.733,145.1,2001,2019,ISD,
183,-38.483,146.31,1961,1998,ISD,
18,-38.567,146.75,2008,2019,ISD,
143,-35.983,146.35,2001,2019,ISD,
165,-36.067,146.95,1994,2019,ISD,
1520,-37.833,146.26,2001,2019,ISD,
43,-37.867,148,1965,2019,ISD,
1368,-36.5,148.28,1990,2019,ISD,
213,-35.133,147.3,2003,2004,ISD,
1755,-36.433,148.33,1997,2015,ISD,
480,-37.75,147.13,1994,2019,ISD,
1483,-35.933,148.38,1998,2019,ISD,
1760,-35.533,148.76,2004,2019,ISD,
2,-36.917,149.9,2001,2019,ISD,
2,-36.9,149.9,1969,1999,ISD,
42,-36.667,149.81,1992,2019,ISD,
25,-36.217,150.13,1993,2019,ISD,
7.5,-37.833,144.98,1966,2019,ISD,
4,-35.9,150.15,2001,2019,ISD,
84,-35.083,150.8,2003,2019,ISD,
129,-42.083,145.53,1968,2002,ISD,
1120,-41.85,145.53,1998,2019,ISD,
322,-42.767,146.05,1969,2015,ISD,
561,-40.667,144.68,1990,2019,ISD,
340,-41.15,145.15,1990,2019,ISD,
12,-41,145.73,1991,2019,ISD,
408,-43.05,146.26,2001,2019,ISD,
1056,-41.9,146.66,2003,2019,ISD,
10,-41.167,146.41,1991,2019,ISD,
35,-42.983,145.5,1992,2019,ISD,
4,-41.05,146.78,2001,2019,ISD,
85,-39.467,147.3,1990,2001,ISD,
168,-41.55,147.21,2004,2019,ISD,
60,-43.483,147.15,2001,2019,ISD,
173,-41.683,147.28,1992,2008,ISD,
150,-41.733,147.08,1990,2019,ISD,
585,-42.3,146.45,1990,2012,ISD,
63,-42.983,147.06,1956,2010,ISD,
45,-42.683,147.41,1990,2019,ISD,
53,-41,147.38,1997,2018,ISD,
237,-41.633,147.96,1990,2019,ISD,
46,-43.1,147.36,1992,2014,ISD,
65,-42.983,147.06,2004,2019,ISD,
12,-40.2,148.23,1994,1996,ISD,
1260.5,-42.9,147.23,1990,2019,ISD,
9,-40.733,148.11,1990,2001,ISD,
49,-41.333,148.26,2001,2019,ISD,
781,-41.617,147.73,1990,1998,ISD,
15,-40.717,148.11,2003,2019,ISD,
241,-43.233,148,2003,2019,ISD,
28,-42.667,148.01,2004,2019,ISD,
11,-41.867,148.3,1965,2019,ISD,
4,-31.533,159.06,2012,2019,ISD,
4,-53.017,73.4,1998,2012,ISD,
113,5.874,95.34,1949,2019,ISD,
11,1.217,111.45,2004,2019,ISD,
27.4,5.227,96.95,1977,2019,ISD,
19.8,5.524,95.42,1960,2019,ISD,
90,4.25,96.11,1981,2019,ISD,
34.7,3.558,98.67,1946,2019,ISD,
75,3.467,97.3,1999,1999,ISD,
400,2.95,99.06,2003,2003,ISD,
13.1,1.556,98.88,1953,2019,ISD,
6.1,1.166,97.7,1979,2019,ISD,
24,1.117,104.11,1986,2019,ISD,
18,0.923,104.53,1957,2019,ISD,
31.1,0.461,101.44,1956,2019,ISD,
2.1,3.909,108.38,1973,2019,ISD,
2.7,-0.875,100.35,1948,2019,ISD,
5.5,-0.787,100.28,2008,2008,ISD,
18.6,-0.35,102.33,1957,2019,ISD,
30,-0.479,104.57,1957,2019,ISD,
25,-1.638,103.64,1951,2019,ISD,
782,-2.767,101.36,1980,2019,ISD,
14.9,-2.898,104.7,1948,2019,ISD,
33.2,-2.162,106.13,2007,2008,ISD,
34,-2.17,106.13,1952,2019,ISD,
51,-2.746,107.75,1949,2019,ISD,
15.2,-3.864,102.33,1957,2019,ISD,
19,-4.45,105.18,1949,2005,ISD,
88,-5.242,105.17,1973,2019,ISD,
22.3,4.944,114.92,1981,2019,ISD,
22,4.95,114.91,1977,1982,ISD,
3,4.583,114.2,1996,2017,ISD,
27.1,1.485,110.34,1949,2019,ISD,
37.2,2.262,111.98,1961,2019,ISD,
22.6,3.124,113.02,1949,2019,ISD,
18,4.322,113.98,1949,2019,ISD,
30.8,5.301,115.25,1949,2019,ISD,
3,5.937,116.05,1949,2019,ISD,
5,6.917,116.83,1989,2019,ISD,
17.4,4.313,118.12,1979,2019,ISD,
14,5.901,118.05,1949,2019,ISD,
550,3.733,115.68,1982,2019,ISD,
6,3.333,117.56,1948,2019,ISD,
50,2.85,117.33,1988,2019,ISD,
17.4,2.15,117.43,1995,2019,ISD,
38,1.083,109.66,1952,2005,ISD,
29.9,0.064,111.47,1951,2019,ISD,
3,-0.151,109.4,1948,2019,ISD,
60,-0.95,114.9,1951,2019,ISD,
10,-0.485,117.15,1979,2019,ISD,
