elev,lat,lon,yrst,yrstp,notes,reference
265,-25.067,-130.1,2005,2015,ISD,
35,-6.083,141.18,1997,2018,ISD,
9,-9.083,143.2,1996,2011,ISD,
5.8,-3.584,143.66,1996,2019,ISD,
1631,-5.833,144.3,2009,2017,ISD,
1587,-6.067,145.38,2001,2019,ISD,
6.1,-5.207,145.78,1996,2019,ISD,
1642.3,-5.827,144.29,2001,2019,ISD,
1610,-6.082,145.39,2000,2001,ISD,
3.7,-2.062,147.42,1996,2018,ISD,
44.5,-9.443,147.22,1996,2019,ISD,
1,-2.417,147.38,2001,2013,ISD,
4,-2.05,147.41,1997,2019,ISD,
72.8,-6.57,146.72,1997,2019,ISD,
8,-5.467,150.4,2001,2015,ISD,
4,-2.567,150.81,1996,2019,ISD,
23,-10.317,150.33,2001,2019,ISD,
7,-10.683,152.83,1996,2019,ISD,
13,-4.333,152.36,2001,2019,ISD,
5,-14.117,123.53,1999,2001,ISD,
29,-12.433,130.86,1997,1997,ISD,
189,-34.433,172.68,1949,1990,ISD,
216,-34.433,172.68,1984,2019,ISD,
82,-35.067,173.28,1949,1986,ISD,
85,-35.133,173.26,1985,1995,ISD,
41,-35.167,174.33,1949,1954,ISD,
60,-35.9,175.1,1994,2019,ISD,
2,-36.217,175.05,2001,2002,ISD,
7,-37,174.8,1994,2019,ISD,
30.5,-36.788,174.63,1959,2019,ISD,
7,-37.008,174.79,1965,2019,ISD,
6,-36.867,175.66,2006,2006,ISD,
4,-37.65,176.18,1973,1995,ISD,
5,-37.667,176.2,1949,2003,ISD,
4,-37.672,176.19,1990,2019,ISD,
46,-37.55,178.3,1991,2019,ISD,
17,-37.683,178.55,1949,2002,ISD,
22,-37.7,178.55,1980,1990,ISD,
28,-38.167,174.7,2017,2019,ISD,
401,-38.733,176.06,1996,2019,ISD,
285,-38.109,176.31,2002,2002,ISD,
8,-38.667,177.98,1949,1994,ISD,
4.6,-38.663,177.97,1981,2019,ISD,
36.6,-39.533,173.43,1978,2011,ISD,
36,-39.017,174.18,1949,1993,ISD,
32,-39.017,174.18,1983,2019,ISD,
27,-39.817,174.6,2003,2003,ISD,
823,-39.467,175.68,1979,2012,ISD,
823,-39.45,175.66,1999,2002,ISD,
819,-39.433,175.65,2011,2019,ISD,
3,-39.467,176.86,1992,2019,ISD,
15,-39.483,176.91,1949,1994,ISD,
50,-40.206,175.38,1949,2019,ISD,
39,-40.317,175.6,1992,2019,ISD,
6.7,-40.905,174.98,1987,1995,ISD,
7,-40.9,174.98,1995,2019,ISD,
548,-41.317,174.65,2004,2004,ISD,
7,-41.3,174.8,1996,2019,ISD,
12.5,-41.327,174.8,1959,2018,ISD,
12,-41.333,174.8,1995,2019,ISD,
93,-41.083,175.61,1978,2002,ISD,
5,-41.733,171.56,1991,2019,ISD,
4,-41.75,171.6,1949,1995,ISD,
3,-40.55,173,1949,1984,ISD,
3,-40.55,173,1979,2019,ISD,
7,-41.3,173.21,1949,1994,ISD,
6,-41.3,173.2,1980,2019,ISD,
187,-40.667,174,2003,2003,ISD,
12,-41.283,173.81,2005,2005,ISD,
32,-41.517,173.86,2002,2002,ISD,
32,-41.717,174.26,1987,2019,ISD,
5,-41.733,174.2,1949,1986,ISD,
44,-42.717,170.98,1949,2019,ISD,
40,-42.717,170.98,1980,2008,ISD,
174,-42.767,172.88,2002,2002,ISD,
4,-43.867,169,1949,1979,ISD,
5,-43.867,169,1979,2019,ISD,
0,-47.98,168.62,2005,2012,ISD,
488,-44.517,169.9,2017,2019,ISD,
27,-44.3,171.21,1992,2005,ISD,
27,-44.3,171.23,1992,2019,ISD,
8,-44.4,171.25,1949,1997,ISD,
37.5,-43.489,172.53,1953,2019,ISD,
37,-43.483,172.51,1994,2019,ISD,
31,-44.967,171.08,2002,2002,ISD,
19,-45.217,166.88,1994,2019,ISD,
44,-46.15,166.6,1985,2019,ISD,
41,-46.167,166.63,1949,1989,ISD,
358,-45.017,168.73,1995,2019,ISD,
61,-46.467,167.85,2002,2002,ISD,
1.5,-46.412,168.31,1949,1995,ISD,
2,-46.417,168.33,1989,2019,ISD,
130,-46.45,169.81,2012,2012,ISD,
2,-45.917,170.18,2003,2019,ISD,
76,-45.767,170.73,1949,2002,ISD,
102,-47.267,167.45,1991,2019,ISD,
40,-50.483,166.3,1992,2019,ISD,
19,-52.55,169.15,1949,1995,ISD,
19,-52.55,169.16,1991,2017,ISD,
19,-52.55,169.15,1997,2019,ISD,
49,-43.95,-176.56,1973,1986,ISD,
13.1,-43.817,-176.48,1996,2019,ISD,
13.1,-43.81,-176.45,1949,1994,ISD,
49,-43.95,-176.56,1991,2008,ISD,
49.5,-29.25,-177.93,1989,2019,ISD,
49.5,-29.25,-177.93,1949,1998,ISD,
35,-6.133,141.3,1994,1997,ISD,
4,-9.067,143.2,1991,1999,ISD,
5,-3.567,143.63,1973,1997,ISD,
1631,-5.817,144.28,2004,2004,ISD,
4,-5.217,145.8,1944,1997,ISD,
3,-2.7,141.31,2001,2001,ISD,
807,-6.367,143.3,2001,2002,ISD,
28,-9.433,147.21,1942,1997,ISD,
4,-2.067,147.43,1950,1997,ISD,
70,-6.567,146.71,1988,2001,ISD,
43,-5.65,147.8,2001,2001,ISD,
7,-2.567,150.81,1975,2002,ISD,
6,-10.7,152.83,1973,1997,ISD,
20,-11.317,154.23,1993,1994,ISD,
24,-14.3,126.65,1957,2005,ISD,
8,-13.75,126.15,1973,2019,ISD,
5,-14.117,123.53,1973,2019,ISD,
269,-14.82,125.83,1982,1982,ISD,
17.5,-12.617,131.05,1975,2019,ISD,
8,-14.05,121.8,1996,1996,ISD,
14,-14.717,134.75,2001,2019,ISD,
15.5,-11.167,132.48,2014,2019,ISD,
11.5,-11.55,132.92,2014,2019,ISD,
9.1,-12.333,133,2001,2019,ISD,
18,-14.233,129.45,1973,2002,ISD,
4,-12.633,130.36,1997,2019,ISD,
16,-13.733,130.68,1981,2015,ISD,
207,-13.817,131.83,2001,2011,ISD,
31.4,-12.415,130.87,1941,2019,ISD,
30,-12.4,130.88,1993,1994,ISD,
4,-13.167,130.11,1997,2019,ISD,
7,-11.783,130.01,1974,2019,ISD,
10,-12.567,131.3,1996,1996,ISD,
105,-13.05,131.01,1994,2019,ISD,
1,-12.233,131.88,1993,2019,ISD,
44,-13.833,131.18,1990,2019,ISD,
20,-11.317,131.76,1956,2015,ISD,
135,-14.521,132.37,1990,2019,ISD,
106,-14.467,132.26,1942,2019,ISD,
5,-11.15,132.13,1990,2019,ISD,
2,-11.05,132.98,1994,2019,ISD,
28,-12.667,132.9,1991,2019,ISD,
16,-12.117,134.9,1961,2019,ISD,
416,-13.333,133.08,2004,2019,ISD,
105,-13.667,134.33,2004,2019,ISD,
19,-14.75,134.53,1973,2001,ISD,
70,-14.917,134,1997,2002,ISD,
30,-12.033,135.56,1961,2005,ISD,
19,-11.017,136.75,1973,2019,ISD,
22,-13.85,136.41,1961,2012,ISD,
53,-12.283,136.81,1985,2019,ISD,
18,-13.65,136.93,1973,2014,ISD,
16.2,-13.975,136.46,2001,2019,ISD,
19,-12.683,141.91,1993,2019,ISD,
19.2,-12.679,141.92,1959,2019,ISD,
19,-12.683,141.93,1985,1987,ISD,
5,-10.583,142.28,1997,2019,ISD,
8,-10.567,142.21,1950,2002,ISD,
4,-10.05,143.06,1988,2019,ISD,
160,-13.767,143.11,2003,2019,ISD,
162,-13.75,143.11,1970,2003,ISD,
194,-13.95,143.2,1956,2002,ISD,
20,-12.783,143.3,1970,2019,ISD,
19,-14.967,145.31,2004,2019,ISD,
9,-16.45,123,1990,2019,ISD,
17.1,-17.945,122.23,1939,2019,ISD,
78,-17.583,123.81,1973,2019,ISD,
8,-17.3,123.61,1964,2002,ISD,
115,-18.183,125.56,1990,2019,ISD,
8,-17.533,118.95,1973,2019,ISD,
17,-15.483,124.51,1987,2012,ISD,
202,-18.717,125.96,1973,2003,ISD,
5,-15.517,123.15,1973,2019,ISD,
547,-16.417,126.1,1984,2018,ISD,
424,-18.233,127.66,1944,2019,ISD,
386,-15.367,126.3,1996,1996,ISD,
44.2,-15.778,128.7,1990,2019,ISD,
165,-16.633,128.45,1994,2019,ISD,
23,-15.65,130.46,1990,2015,ISD,
222,-15.75,131.91,2001,2019,ISD,
198,-17.383,131.11,1990,2019,ISD,
100,-16.117,130.95,2001,2012,ISD,
90,-16.4,131.01,1973,2019,ISD,
211,-16.25,133.36,1947,2019,ISD,
377,-19.633,134.18,1969,2019,ISD,
41,-16.433,136.06,1968,2019,ISD,
219,-18.65,135.95,1956,2019,ISD,
13,-15.75,136.8,1973,2019,ISD,
232,-19.917,138.11,1956,2019,ISD,
9,-16.667,139.16,1964,2008,ISD,
4,-17.117,139.6,2003,2019,ISD,
8,-17.75,139.55,1956,2009,ISD,
6,-17.75,139.53,2003,2019,ISD,
127,-18.75,138.7,2004,2019,ISD,
19,-17.683,141.06,1947,2018,ISD,
11,-15.483,141.75,1973,2019,ISD,
119,-18.2,142.23,1961,2014,ISD,
149,-21.033,141.8,2003,2008,ISD,
302,-18.3,143.53,2004,2019,ISD,
295,-18.3,143.55,1957,2007,ISD,
453,-18.15,144.31,2001,2002,ISD,
9,-15.433,145.18,1942,2004,ISD,
8,-16.717,146.11,1990,2019,ISD,
4,-16.383,145.56,1967,2019,ISD,
476,-17.067,145.41,1992,2002,ISD,
3,-16.886,145.75,1942,2019,ISD,
7,-16.883,145.76,1941,1994,ISD,
401,-16.95,145.75,1990,2008,ISD,
752,-17.25,145.48,1996,2007,ISD,
8,-16.467,147.86,1974,2019,ISD,
7,-17.717,148.45,1973,2019,ISD,
7,-18.3,146.03,1956,2019,ISD,
9.8,-17.133,152.15,2001,2019,ISD,
281,-19.633,146.28,2005,2005,ISD,
5.5,-19.253,146.76,1947,2019,ISD,
10,-18.517,146.38,1981,2019,ISD,
9,-17.117,152,1973,2013,ISD,
59,-19.183,147,2001,2003,ISD,
57.6,-19.18,147.02,1956,1982,ISD,
8,-19.083,152.38,1973,2019,ISD,
9,-16.288,149.96,1947,2019,ISD,
8,-24.883,113.66,1945,2019,ISD,
5.8,-22.236,114.08,1975,2019,ISD,
6,-22.233,114.1,1993,1994,ISD,
6,-21.45,115.01,1990,2019,ISD,
63,-20.817,115.38,1978,2004,ISD,
29,-20.367,116.85,1993,2019,ISD,
11,-20.75,117.15,1990,2019,ISD,
10,-19.583,119.1,1994,2013,ISD,
10,-20.1,119.58,1990,2019,ISD,
10.1,-20.378,118.62,1942,2019,ISD,
421.1,-20.133,127.98,1957,2006,ISD,
424,-23.167,117.75,1990,2019,ISD,
524,-23.417,119.8,1973,2019,ISD,
112,-23.033,115.03,1979,2019,ISD,
292,-21.717,122.21,1990,2018,ISD,
421,-20.15,127.98,1990,2016,ISD,
376,-21,134.4,1990,2015,ISD,
545.3,-23.807,133.9,1942,2019,ISD,
541,-23.8,133.91,1940,1994,ISD,
567,-22.45,133.63,1997,2019,ISD,
341.7,-20.664,139.48,1966,2019,ISD,
158,-22.917,139.9,1956,2019,ISD,
93,-24.367,139.46,2003,2019,ISD,
187,-20.667,140.5,1939,2019,ISD,
289,-21.8,139.91,2003,2019,ISD,
124,-20.667,141.73,1990,2019,ISD,
267,-21.833,140.88,2003,2019,ISD,
184,-22.383,143.03,1956,2012,ISD,
214,-20.733,143.13,1957,2019,ISD,
206,-20.702,143.11,2001,2019,ISD,
193,-22.367,143.08,2003,2019,ISD,
316,-20.817,144.23,1971,2019,ISD,
75,-21.6,138.36,2014,2019,ISD,
205,-24.267,144.43,1997,2019,ISD,
192,-23.433,144.28,1942,2019,ISD,
267,-23.55,145.28,1961,2019,ISD,
198,-21.95,146.95,1971,1982,ISD,
397,-24.883,146.25,1956,2019,ISD,
292,-20.033,146.26,1942,2019,ISD,
233,-22,148.03,1990,2008,ISD,
269,-22.817,147.63,1962,2011,ISD,
187,-20.55,147.83,1956,2019,ISD,
190,-23.567,148.18,1956,2019,ISD,
25,-20.495,148.55,1989,2019,ISD,
6,-20.017,148.2,1969,2015,ISD,
33,-21.117,149.21,1943,2019,ISD,
59,-20.35,148.95,1990,2019,ISD,
18,-22.35,149.53,1956,2012,ISD,
32,-22.733,150.65,2003,2019,ISD,
6,-20.533,150.38,1990,2019,ISD,
209,-21.667,150.26,1956,2019,ISD,
6,-23.133,150.75,1994,2019,ISD,
10.4,-23.382,150.47,1939,2019,ISD,
94,-24.183,149.81,1990,2012,ISD,
199,-24.483,150.56,1963,2019,ISD,
231,-24.9,151.1,1961,2019,ISD,
20,-23.533,151.28,1956,2019,ISD,
8,-21.967,152.46,1974,2019,ISD,
75,-23.85,151.26,1957,2019,ISD,
17,-23.867,151.21,1994,2019,ISD,
47,-24.15,151.88,1964,2019,ISD,
6,-23.45,151.91,1981,2019,ISD,
28,-24.9,152.31,1956,2019,ISD,
4,-24.117,152.71,1956,2019,ISD,
101,-24.717,153.2,1954,2019,ISD,
13,-20.933,154.4,1973,2019,ISD,
7,-23.25,155.53,1973,2019,ISD,
272,-22.783,147.61,2014,2019,ISD,
220,-24.467,148.63,2010,2019,ISD,
234.7,-22.058,148.07,1996,2012,ISD,
200.3,-23.603,148.8,1996,2007,ISD,
36.9,-28.796,114.7,1941,2019,ISD,
340,-29.267,117.68,1990,2019,ISD,
11,-28.3,113.6,1986,2014,ISD,
145,-25.05,115.21,1990,2019,ISD,
268,-29.683,115.88,1990,2019,ISD,
272,-29.2,116.01,1998,2019,ISD,
426,-28.05,117.83,1973,2005,ISD,
408,-28.117,117.83,1998,2019,ISD,
519,-26.614,118.53,1947,2018,ISD,
440,-28.5,119.75,1990,2019,ISD,
465,-28.617,122.41,1992,2019,ISD,
370,-28.883,121.31,2007,2019,ISD,
449,-25.783,122.96,1989,2019,ISD,
460,-26.133,126.58,2001,2019,ISD,
215,-29,134.75,1990,1995,ISD,
599,-25.033,128.3,1956,2019,ISD,
492,-25.2,130.98,1971,2013,ISD,
491,-25.317,131.75,1990,2019,ISD,
150,-26.067,135.25,1998,2000,ISD,
117,-27.55,135.45,1939,2019,ISD,
324,-27.3,133.61,1985,2015,ISD,
51,-29.65,138.06,1956,2015,ISD,
40,-28.1,140.2,1972,1995,ISD,
48,-25.9,139.35,1956,2005,ISD,
184,-29.433,142,1956,2015,ISD,
129,-25.417,142.65,1972,2014,ISD,
130,-28,143.81,1956,2005,ISD,
198,-26.617,144.25,1956,2014,ISD,
108,-29.7,144.15,1992,2019,ISD,
154,-29.433,147.98,2001,2019,ISD,
197,-28.067,145.68,1956,2019,ISD,
305.7,-26.413,146.26,1942,2019,ISD,
392,-25.85,148.56,1990,2019,ISD,
185,-28.033,147.48,1956,2019,ISD,
338,-26.483,147.96,1972,2019,ISD,
304,-26.55,148.78,1956,2019,ISD,
201,-28.033,148.58,1961,2003,ISD,
199,-28.05,148.6,1996,2019,ISD,
160,-28.983,148.98,1965,2019,ISD,
200,-25.633,149.78,1956,2019,ISD,
307,-26.65,150.18,1972,2005,ISD,
219,-28.517,150.31,1956,2015,ISD,
664,-29.783,151.08,1956,2019,ISD,
348,-27.15,151.26,1956,2019,ISD,
108,-25.633,151.61,1956,2009,ISD,
462,-29.4,151.23,2001,2019,ISD,
120,-25.65,151.73,2003,2007,ISD,
411,-26.75,152.85,2003,2016,ISD,
230,-26.717,152.86,2001,2010,ISD,
434,-26.567,151.83,1956,2019,ISD,
787,-28.667,151.93,1956,2019,ISD,
406.9,-27.411,151.73,1973,2019,ISD,
838,-29.05,152.01,1990,2019,ISD,
517,-26.667,152.46,2001,2017,ISD,
80,-25.967,152.86,2001,2015,ISD,
94,-27.55,152.33,2003,2019,ISD,
46,-25.9,153.08,1992,2019,ISD,
17,-25.3,152.81,1991,2010,ISD,
10.4,-10.951,142.45,1943,2019,ISD,
4,-26.6,153.1,1994,2019,ISD,
7,-26.383,153.03,1998,2019,ISD,
9,-29.683,152.91,1990,2015,ISD,
9.8,-28.833,153.26,2003,2019,ISD,
22,-28.883,153.05,1997,2019,ISD,
26,-28.883,153.05,1990,2012,ISD,
19.2,-27.57,153,1943,2019,ISD,
110,-28.05,153.28,1997,2011,ISD,
6,-27.417,153.06,1944,2019,ISD,
5,-27.383,153.11,1949,1994,ISD,
4,-27.383,153.11,1994,2000,ISD,
3,-27.933,153.43,1991,2019,ISD,
7,-27.05,153.26,1992,2019,ISD,
18,-28.35,153.38,1990,2019,ISD,
140,-28.85,153.45,2001,2011,ISD,
95,-25.933,153.18,1956,2019,ISD,
1060,-29.7,151.7,1990,2019,ISD,
105,-28.8,153.33,1956,2015,ISD,
1045,-29.683,151.7,1998,2019,ISD,
30,-29.433,153.36,1956,2019,ISD,
6.4,-28.164,153.5,1990,2019,ISD,
50,-27.433,153.55,1990,2019,ISD,
101,-27.033,153.46,1956,2019,ISD,
98,-28.633,153.63,1956,2007,ISD,
27.7,-27.641,152.71,2004,2019,ISD,
4.6,-20.358,148.95,2004,2019,ISD,
91.4,-17.581,123.82,2004,2019,ISD,
58.5,-12.269,136.81,2004,2019,ISD,
295.7,-21.715,122.22,2004,2019,ISD,
376.7,-19.634,134.18,2004,2019,ISD,
11.6,-31.889,152.51,2004,2019,ISD,
153.6,-36.416,146.3,2004,2019,ISD,
2,-28.833,153.55,1997,2019,ISD,
16,-27.533,153.25,2007,2013,ISD,
63,-29.183,153.4,2001,2019,ISD,
98,-28.633,153.63,2003,2019,ISD,
110,-33.533,115.01,1957,2019,ISD,
14,-34.367,115.13,1957,2019,ISD,
43,-32.017,115.5,1990,2019,ISD,
275,-30.333,115.53,1990,2019,ISD,
10,-32.217,115.68,1990,2001,ISD,
10,-31.75,115.71,2015,2019,ISD,
25,-31.917,115.86,1942,2019,ISD,
31,-32.1,115.88,1990,2019,ISD,
20.4,-31.94,115.96,1947,2019,ISD,
29,-31.933,115.96,1944,1994,ISD,
45.4,-31.668,116.01,1940,2019,ISD,
6,-34.833,116.03,1990,1999,ISD,
220,-31.95,116.05,1995,2019,ISD,
151,-33.95,116.13,1957,2012,ISD,
338,-30.283,116.66,1957,2001,ISD,
284,-30.9,116.71,1990,2019,ISD,
250,-32.683,116.66,1957,2001,ISD,
321,-33.117,118.83,1998,2019,ISD,
311,-33.683,117.55,1957,2012,ISD,
300,-34.633,117.63,1990,2019,ISD,
251,-34.567,117.01,1998,2019,ISD,
356,-31.233,119.33,1957,2007,ISD,
287,-33.117,118.46,1964,2012,ISD,
366.7,-30.789,121.46,1939,2019,ISD,
3,-34.833,116.03,1996,2019,ISD,
3,-32.2,127.53,2001,2019,ISD,
160,-30.833,128.1,1940,1999,ISD,
16,-32.133,133.7,1939,2019,ISD,
14,-32.8,134.21,1956,2019,ISD,
29,-34.383,135.36,1991,2017,ISD,
167,-31.144,136.81,1949,2019,ISD,
213,-32.433,136.06,1956,2002,ISD,
5,-34.717,135.86,1996,1996,ISD,
176,-33.717,136.5,1982,2019,ISD,
1,-34,137.53,1973,2019,ISD,
4,-33.183,138.01,1956,2012,ISD,
6.1,-34.945,138.53,1955,2019,ISD,
6,-34.95,138.53,1955,1990,ISD,
4,-34.933,138.53,1993,1994,ISD,
11,-34.605,135.88,1951,2019,ISD,
51,-34.917,138.61,1954,2019,ISD,
10,-35.517,138.81,1947,2019,ISD,
525,-34.733,138.93,1997,2019,ISD,
276,-34.483,139,1956,2019,ISD,
30,-34.433,140.6,1971,2019,ISD,
365,-35.167,138.66,2001,2019,ISD,
300,-32.567,139.56,1961,2019,ISD,
182,-31.083,141.7,1990,2019,ISD,
100,-35.333,140.51,1956,2015,ISD,
315,-31.983,141.46,1973,2015,ISD,
110.8,-35.378,140.53,2004,2019,ISD,
282,-32,141.46,1990,2019,ISD,
43,-34.05,141.26,2003,2019,ISD,
467.9,-28.705,121.89,1946,2008,ISD,
61,-32.4,142.41,1965,2019,ISD,
75,-31.567,143.36,1956,2015,ISD,
86,-32.9,144.28,1959,2012,ISD,
94,-34.517,144.85,1956,2015,ISD,
151,-30.85,143.08,1961,2011,ISD,
120,-33.483,145.51,1956,2019,ISD,
90,-34.533,144.86,1991,2007,ISD,
92,-34.533,144.83,2007,2019,ISD,
108,-30.033,145.95,1956,2019,ISD,
250,-34.017,147.78,1998,2014,ISD,
125,-34.317,146.06,1990,2003,ISD,
174,-34.733,146.56,1970,2014,ISD,
195,-33.067,147.23,1965,2019,ISD,
173,-31.55,147.18,1958,2019,ISD,
218,-31.533,145.8,1994,2019,ISD,
263.6,-31.483,145.83,1963,2019,ISD,
381,-34.25,148.25,1990,2019,ISD,
338,-34.633,148.03,1956,2019,ISD,
231,-33.367,147.91,1974,2019,ISD,
650,-34.717,149.73,1978,2019,ISD,
324,-33.133,148.16,1956,2012,ISD,
180,-30.983,148.38,1990,1999,ISD,
285,-32.217,148.57,1956,2019,ISD,
294,-33.85,148.65,1969,2011,ISD,
285,-32.717,148.18,1996,2019,ISD,
270,-34.4,147.53,2003,2005,ISD,
305,-32.567,148.95,1964,2019,ISD,
390,-32.5,148.96,2003,2005,ISD,
390,-33.9,148.15,2001,2019,ISD,
951,-33.383,149.11,1969,1997,ISD,
472,-32.567,149.61,1990,2019,ISD,
510,-31.267,149.26,1956,2019,ISD,
745,-33.417,149.65,1990,2019,ISD,
713,-33.433,149.56,1956,2019,ISD,
475,-32.367,149.53,1990,2019,ISD,
45,-32.583,151.16,1992,2019,ISD,
212,-30.333,149.75,1961,2002,ISD,
845,-34.4,149.81,1956,2019,ISD,
61,-33.817,150.91,1998,2018,ISD,
216,-32.067,150.93,2001,2018,ISD,
90,-32.483,150.9,1956,2014,ISD,
307,-31.033,150.26,2001,2019,ISD,
285,-30.983,150.25,1965,2011,ISD,
1080,-33.617,150.26,1961,2019,ISD,
1030,-33.717,150.28,1990,2018,ISD,
679,-34.517,150.41,2001,2019,ISD,
690,-34.483,150.4,1968,2015,ISD,
25,-34.4,150.88,1972,2008,ISD,
10,-34.383,150.93,1990,2019,ISD,
121.9,-34.949,150.53,1955,2019,ISD,
82,-33.9,150.73,1996,2019,ISD,
20.4,-33.601,150.78,1939,2019,ISD,
1130,-32.733,150.23,1990,2019,ISD,
70.1,-34.04,150.68,1942,2019,ISD,
466,-31.767,150.83,1990,2019,ISD,
112,-34.067,150.76,2007,2019,ISD,
199,-33.683,151.23,2004,2019,ISD,
100,-33.85,150.85,2001,2019,ISD,
40,-33.983,150.91,1973,2019,ISD,
55,-33.8,151.01,1997,2019,ISD,
8.8,-33.924,150.98,1968,2019,ISD,
3,-33.9,151.11,1996,2019,ISD,
6.4,-33.946,151.17,1943,2019,ISD,
3,-33.95,151.2,1939,1994,ISD,
40,-33.85,151.2,1954,2019,ISD,
24,-33.283,151.56,1969,2004,ISD,
1332,-30.217,151.68,1998,2019,ISD,
987,-30.533,151.66,1956,2019,ISD,
33,-32.917,151.78,1956,2019,ISD,
30,-32.633,151.58,1996,2019,ISD,
9.4,-32.795,151.83,1942,2019,ISD,
20,-33.4,151.33,1998,2008,ISD,
1062,-29.733,151.73,1961,2012,ISD,
280,-33.317,151.25,1998,2012,ISD,
22,-33.983,151.25,2001,2019,ISD,
21,-32.9,151.7,2001,2019,ISD,
7,-33.433,151.36,2005,2019,ISD,
155,-31.383,152.25,1998,2019,ISD,
7,-31.9,152.48,1971,2005,ISD,
14,-31.067,152.76,2003,2019,ISD,
5,-31.433,152.85,1996,2019,ISD,
5,-31.433,152.85,1996,1996,ISD,
9,-31.433,152.91,1956,2003,ISD,
746,-30.35,152.71,1998,2019,ISD,
120,-30.917,153.08,1956,2019,ISD,
5,-30.321,153.11,1942,2019,ISD,
910,-30.967,151.35,1998,2019,ISD,
69,-34.941,117.8,1965,2019,ISD,
32,-35.333,136.11,1961,2019,ISD,
144,-35.75,136.58,1961,2007,ISD,
360,-35.067,138.85,1990,2019,ISD,
165,-35.8,137.25,1956,2019,ISD,
7,-35.117,137.73,1990,2019,ISD,
70,-35.25,138.88,1990,2016,ISD,
342,-35.567,138.28,1994,2019,ISD,
18,-36.967,139.71,1991,2019,ISD,
58,-35.283,138.9,1998,2019,ISD,
5,-35.55,138.61,1990,2002,ISD,
6,-38.05,140.66,1956,2005,ISD,
50,-36.983,140.73,1990,2019,ISD,
69,-37.733,140.78,1941,2019,ISD,
59,-35.85,138.13,1967,2019,ISD,
27,-38.133,141.63,1990,2009,ISD,
73,-37.6,141.41,1956,2011,ISD,
47,-38.433,141.55,1956,2019,ISD,
140,-36.317,141.63,1950,2019,ISD,
82,-38.317,141.46,1990,2019,ISD,
242,-37.65,142.06,1956,2019,ISD,
10,-38.4,142.23,1991,2019,ISD,
68,-38.283,142.43,1956,2000,ISD,
1150,-37.3,142.6,1990,2019,ISD,
296,-37.283,142.98,1990,2019,ISD,
875,-37.233,143.2,1992,2019,ISD,
235,-37.067,142.73,1998,2019,ISD,
71,-38.283,142.45,1996,2019,ISD,
78,-35.717,142.35,2001,2019,ISD,
131,-38.067,142.76,1990,2019,ISD,
83,-38.85,143.51,1956,2019,ISD,
71,-35.383,143.53,1959,2019,ISD,
95,-38.45,144.1,1991,2019,ISD,
18,-38.1,144.53,1994,2019,ISD,
38,-39.883,143.88,1996,2019,ISD,
24,-39.933,143.85,1956,2001,ISD,
436,-37.517,143.78,1956,2019,ISD,
5,-38.3,144.8,1978,2002,ISD,
11,-38.033,144.46,1997,2019,ISD,
209,-36.733,144.31,1956,2019,ISD,
55,-38.083,144.33,1990,1996,ISD,
35,-38.167,144.36,1988,2019,ISD,
528,-37.383,144.96,1994,2019,ISD,
97,-36.15,144.76,1959,2019,ISD,
237,-37.9,144.11,1991,2019,ISD,
86,-37.728,144.9,1947,2019,ISD,
20,-37.867,144.75,1941,2019,ISD,
132.3,-37.673,144.84,1973,2019,ISD,
141,-37.667,144.85,1970,1994,ISD,
110,-37.683,144.95,1990,1991,ISD,
32,-37.817,144.96,1954,2015,ISD,
93,-35.55,144.93,1963,2003,ISD,
15.2,-37.976,145.1,1971,2019,ISD,
6,-38.15,145.11,1994,2019,ISD,
561,-37.867,145.33,1994,2019,ISD,
141,-36.883,145.18,1958,2019,ISD,
114,-36.433,145.4,1998,2019,ISD,
110,-35.667,145.61,1990,2003,ISD,
114,-35.817,145.6,1942,2019,ISD,
981,-36.217,147.53,1997,2019,ISD,
85,-38.133,145.26,2001,2019,ISD,
275,-37.9,145.96,1981,2012,ISD,
638,-37.217,145.83,1956,2019,ISD,
230,-37.233,145.91,1970,2019,ISD,
7,-38.5,145.15,2001,2018,ISD,
170,-36.55,145.96,1956,2019,ISD,
3.6,-38.633,145.81,2007,2019,ISD,
350,-36.533,147.5,2003,2019,ISD,
153,-36.417,146.3,1956,2019,ISD,
56,-38.217,146.46,1990,2019,ISD,
14,-38.45,145.3,1991,2019,ISD,
97,-39.117,146.41,1956,2019,ISD,
1707,-37.15,146.43,1990,2019,ISD,
330,-36.317,146.66,1956,2012,ISD,
10.7,-38.039,144.46,2004,2019,ISD,
164.3,-36.068,146.95,1990,2019,ISD,
14,-38.35,145.16,1987,2019,ISD,
314,-36.2,147.88,1972,2019,ISD,
161,-38.083,146.21,1975,2019,ISD,
182,-36.1,147.03,1964,2019,ISD,
1767,-36.867,147.26,1990,2019,ISD,
366,-36.75,147.16,1990,2004,ISD,
1293,-37.05,147.33,2003,2019,ISD,
1849,-36.967,147.13,1978,2019,ISD,
7,-38.099,147.14,1944,2019,ISD,
390,-35,148.6,2001,2019,ISD,
220.7,-35.165,147.46,1941,2019,ISD,
50,-37.883,147.56,1990,2019,ISD,
1735,-36.4,148.4,1990,2019,ISD,
42,-37.683,148.45,1956,1999,ISD,
645,-35.767,148,1990,2019,ISD,
931,-36.3,148.96,1991,2019,ISD,
700,-35.433,148.95,1991,2012,ISD,
778,-36.233,149.11,1973,2019,ISD,
605,-35.233,149,2001,2004,ISD,
